test,slot,kernel,chains,astride,bstride,tokens,rounds,launches,mean_us,tflops,bitdiff,start_ms,end_ms
reg_vs_model,0,resident4,4,0,0,400,16,33090,10.552190994,317.985449830,0,273313765,273314140
reg_vs_model,1,model4,4,1023,1023,400,16,13090,32.130022918,104.433265066,0,273314453,273314890
reg_vs_model,2,model4,4,1023,1023,400,16,12250,33.166530612,101.169556721,0,273315203,273315625
reg_vs_model,3,resident4,4,0,0,400,16,32630,10.608550414,316.296107304,0,273315921,273316296
reg_vs_model,4,resident4,4,0,0,400,16,31060,10.626239536,315.769580435,0,273316578,273316921
reg_vs_model,5,model4,4,1023,1023,400,16,11850,32.860421941,102.111993754,0,273317234,273317640
reg_vs_model,6,model4,4,1023,1023,400,16,11210,32.789652096,102.332381879,0,273317937,273318328
reg_vs_model,7,resident4,4,0,0,400,16,32900,10.606200608,316.366182769,0,273318625,273319000
mask_control,0,model4,4,1023,1023,400,16,11640,32.694501718,102.630198463,0,273319296,273319703
mask_control,1,masked4,4,1023,1023,400,16,10150,38.534285714,87.076823608,0,273320000,273320421
mask_control,2,masked4,4,1023,1023,400,16,9900,38.850202020,86.368745219,0,273320718,273321125
mask_control,3,model4,4,1023,1023,400,16,11670,32.712339332,102.574235550,0,273321437,273321828
mask_control,4,model4,4,1023,1023,400,16,11540,32.640034662,102.801459457,0,273322140,273322531
mask_control,5,masked4,4,1023,1023,400,16,9740,38.831416838,86.410527177,0,273322843,273323234
mask_control,6,masked4,4,1023,1023,400,16,9860,39.036511156,85.956534040,0,273323546,273323953
mask_control,7,model4,4,1023,1023,400,16,11200,32.800714286,102.297869820,0,273324250,273324640
both_address,0,masked4,4,0,0,400,16,22570,17.166282676,195.467082962,0,273324937,273325343
both_address,1,masked4,4,1023,1023,400,16,10750,38.882046512,86.298009005,0,273325656,273326093
both_address,2,masked4,4,1023,1023,400,16,10420,38.928982726,86.193960517,0,273326406,273326828
both_address,3,masked4,4,0,0,400,16,20580,17.006705539,197.301187595,0,273327125,273327500
both_address,4,masked4,4,0,0,400,16,22240,16.993075540,197.459441182,0,273327796,273328187
both_address,5,masked4,4,1023,1023,400,16,9760,39.031762295,85.966992078,0,273328500,273328906
both_address,6,masked4,4,1023,1023,400,16,9780,38.932106339,86.187044974,0,273329203,273329609
both_address,7,masked4,4,0,0,400,16,22080,17.154393116,195.602559491,0,273329906,273330296
A_address,0,masked4,4,0,1023,400,16,9810,39.181447503,85.638571668,0,273330609,273331015
A_address,1,masked4,4,1023,1023,400,16,10150,39.009556650,86.015927586,0,273331312,273331734
A_address,2,masked4,4,1023,1023,400,16,9630,39.027933541,85.975425690,0,273332046,273332437
A_address,3,masked4,4,0,1023,400,16,9710,39.126776519,85.758232559,0,273332734,273333140
A_address,4,masked4,4,0,1023,400,16,9670,39.146122027,85.715851948,0,273333437,273333843
A_address,5,masked4,4,1023,1023,400,16,9870,38.902836879,86.251889815,0,273334156,273334546
A_address,6,masked4,4,1023,1023,400,16,9760,38.547336066,87.047343409,0,273334859,273335250
A_address,7,masked4,4,0,1023,400,16,9910,39.200605449,85.596718764,0,273335562,273335968
B_address,0,masked4,4,1023,0,400,16,20240,17.522134387,191.497401277,0,273336265,273336640
B_address,1,masked4,4,1023,1023,400,16,9640,38.360373444,87.471598912,0,273336937,273337328
B_address,2,masked4,4,1023,1023,400,16,9720,38.709362140,86.682988675,0,273337640,273338031
B_address,3,masked4,4,1023,0,400,16,24120,17.760945274,188.922557235,0,273338343,273338796
B_address,4,masked4,4,1023,0,400,16,23230,17.656866121,190.036169325,0,273339093,273339531
B_address,5,masked4,4,1023,1023,400,16,9540,38.895492662,86.268175830,0,273339828,273340218
B_address,6,masked4,4,1023,1023,400,16,9650,38.677720207,86.753903333,0,273340515,273340921
B_address,7,masked4,4,1023,0,400,16,22660,17.814033539,188.359542077,0,273341218,273341640
chains1_4,0,resident1,1,0,0,400,16,34610,10.055648656,333.687394482,0,273341937,273342312
chains1_4,1,resident4,4,0,0,400,16,33390,10.597244684,316.633549573,0,273342593,273342968
chains1_4,2,resident4,4,0,0,400,16,32240,10.572642680,317.370339809,0,273343265,273343625
chains1_4,3,resident1,1,0,0,400,16,34640,10.065790993,333.351169551,0,273343906,273344281
chains1_4,4,resident1,1,0,0,400,16,35190,10.052884342,333.779150918,0,273344578,273344953
chains1_4,5,resident4,4,0,0,400,16,32870,10.579342866,317.169340530,0,273345234,273345609
chains1_4,6,resident4,4,0,0,400,16,32820,10.591803778,316.796201126,0,273345890,273346265
chains1_4,7,resident1,1,0,0,400,16,28390,10.049665375,333.886062346,0,273346531,273346843
chains2_4,0,resident2,2,0,0,400,16,32980,10.483171619,320.079010618,0,273347140,273347500
chains2_4,1,resident4,4,0,0,400,16,32770,10.587793714,316.916185819,0,273347796,273348156
chains2_4,2,resident4,4,0,0,400,16,32600,10.580858896,317.123896375,0,273348453,273348812
chains2_4,3,resident2,2,0,0,400,16,33090,10.465729828,320.612442250,0,273349109,273349468
chains2_4,4,resident2,2,0,0,400,16,32600,10.475674847,320.308070757,0,273349765,273350125
chains2_4,5,resident4,4,0,0,400,16,32420,10.573781616,317.336154818,0,273350406,273350781
chains2_4,6,resident4,4,0,0,400,16,32030,10.577052763,317.238012816,0,273351062,273351421
chains2_4,7,resident2,2,0,0,400,16,32630,10.475973031,320.298953623,0,273351718,273352078
chains4_8,0,resident4,4,0,0,400,16,33230,10.602588023,316.473977180,0,273352359,273352734
chains4_8,1,resident8,8,0,0,400,16,32290,10.871136575,308.656153560,0,273353031,273353406
chains4_8,2,resident8,8,0,0,400,16,32320,10.883044554,308.318429021,0,273353687,273354062
chains4_8,3,resident4,4,0,0,400,16,31110,10.586242366,316.962627914,0,273354359,273354703
chains4_8,4,resident4,4,0,0,400,16,31780,10.580648206,317.130211168,0,273354984,273355343
chains4_8,5,resident8,8,0,0,400,16,29370,10.846475996,309.357915074,0,273355625,273355968
chains4_8,6,resident8,8,0,0,400,16,31550,10.879904913,308.407401249,0,273356265,273356625
chains4_8,7,resident4,4,0,0,400,16,32980,10.596967859,316.641820995,0,273356906,273357281
chains4_16,0,resident4,4,0,0,400,16,31880,10.589836888,316.855040864,0,273357578,273357937
chains4_16,1,resident16,16,0,0,400,16,27670,13.265522226,252.944674380,0,273358218,273358609
chains4_16,2,resident16,16,0,0,400,16,27880,13.485652798,248.815778541,0,273358906,273359312
chains4_16,3,resident4,4,0,0,400,16,33590,10.580083358,317.147142080,0,273359593,273359968
chains4_16,4,resident4,4,0,0,400,16,33260,10.579464823,317.165684301,0,273360265,273360640
chains4_16,5,resident16,16,0,0,400,16,27800,13.278093525,252.705193983,0,273360937,273361328
chains4_16,6,resident16,16,0,0,400,16,28170,13.461164359,249.268422140,0,273361625,273362031
chains4_16,7,resident4,4,0,0,400,16,32550,10.590814132,316.825803772,0,273362312,273362687
