test,slot,mode,frames,wall_ms,bitdiff,calls,perframe,start_ms,end_ms
1,0,0,160,12.097487500,0,0,218,303657109,303659046
1,1,1,160,12.090318750,0,34880,218,303659406,303661343
1,2,1,160,12.110881250,0,34880,218,303661718,303663656
1,3,0,160,12.127850000,0,0,218,303664015,303665953
1,4,0,160,12.117612500,0,0,218,303666328,303668265
1,5,1,160,12.108168750,0,34880,218,303668640,303670578
1,6,1,160,12.127725000,0,34880,218,303670937,303672875
1,7,0,160,12.143918750,0,0,218,303673250,303675187
2,0,0,160,12.125193750,0,0,218,303675562,303677500
2,1,2,160,12.111737500,0,34880,218,303677875,303679812
2,2,2,160,12.142675000,0,34880,218,303680171,303682125
2,3,0,160,12.158212500,0,0,218,303682484,303684437
2,4,0,160,12.123581250,0,0,218,303684796,303686750
2,5,2,160,12.125262500,0,34880,218,303687109,303689046
2,6,2,160,12.140975000,0,34880,218,303689421,303691359
2,7,0,160,12.147681250,0,0,218,303691734,303693671
3,0,0,160,12.144700000,0,0,218,303694046,303695984
3,1,3,160,12.135700000,0,34880,218,303696359,303698296
3,2,3,160,12.154400000,0,34880,218,303698671,303700609
3,3,0,160,12.166381250,0,0,218,303700984,303702937
3,4,0,160,12.144606250,0,0,218,303703296,303705250
3,5,3,160,12.153350000,0,34880,218,303705609,303707562
3,6,3,160,12.136600000,0,34880,218,303707921,303709875
3,7,0,160,12.172725000,0,0,218,303710234,303712187
