test,slot,kernel,chains,astride,bstride,tokens,rounds,launches,mean_us,tflops,bitdiff,start_ms,end_ms
reg_vs_model,0,resident4,4,0,0,400,16,26456,10.794186574,310.856513089,0,272916500,272916796
reg_vs_model,1,model4,4,1023,1023,400,16,10089,64.957577560,51.655916462,0,272916968,272917609
reg_vs_model,2,model4,4,1023,1023,400,16,6104,65.058158585,51.576055533,0,272917734,272918125
reg_vs_model,3,resident4,4,0,0,400,16,29391,11.054812698,303.527820121,0,272918203,272918531
reg_vs_model,4,resident4,4,0,0,400,16,27304,11.052300029,303.596825195,0,272918609,272918921
reg_vs_model,5,model4,4,1023,1023,400,16,4851,66.236858380,50.658248022,0,272919015,272919343
reg_vs_model,6,model4,4,1023,1023,400,16,5320,67.452067669,49.745594404,0,272919437,272919796
reg_vs_model,7,resident4,4,0,0,400,16,31008,11.110068369,302.018231429,0,272919890,272920234
mask_control,0,model4,4,1023,1023,400,16,5731,65.680509510,51.087350343,0,272920343,272920718
mask_control,1,masked4,4,1023,1023,400,16,5342,81.028079371,41.410869245,0,272920843,272921281
mask_control,2,masked4,4,1023,1023,400,16,4665,81.228724544,41.308579186,0,272921390,272921765
mask_control,3,model4,4,1023,1023,400,16,5003,65.656206276,51.106260783,0,272921875,272922203
mask_control,4,model4,4,1023,1023,400,16,6074,66.432005268,50.509437228,0,272922312,272922718
mask_control,5,masked4,4,1023,1023,400,16,4376,80.182586837,41.847529898,0,272922812,272923171
mask_control,6,masked4,4,1023,1023,400,16,5088,81.558765723,41.141417115,0,272923296,272923703
mask_control,7,model4,4,1023,1023,400,16,6341,65.818167481,50.980501712,0,272923828,272924234
both_address,0,masked4,4,0,0,400,16,11026,40.197623798,83.473670405,0,272924359,272924812
both_address,1,masked4,4,1023,1023,400,16,5207,81.029767621,41.410006452,0,272924937,272925359
both_address,2,masked4,4,1023,1023,400,16,5160,80.922868217,41.464709222,0,272925468,272925890
both_address,3,masked4,4,0,0,400,16,10953,40.188624121,83.492363159,0,272926015,272926453
both_address,4,masked4,4,0,0,400,16,10026,40.492319968,82.866163328,0,272926562,272926968
both_address,5,masked4,4,1023,1023,400,16,7983,80.797068771,41.529268958,0,272927140,272927796
both_address,6,masked4,4,1023,1023,400,16,5041,81.919658798,40.960170602,0,272927906,272928312
both_address,7,masked4,4,0,0,400,16,9160,40.096943231,83.683266842,0,272928421,272928796
A_address,0,masked4,4,0,1023,400,16,5539,80.856833363,41.498572977,0,272928921,272929375
A_address,1,masked4,4,1023,1023,400,16,5061,81.011262596,41.419465547,0,272929484,272929906
A_address,2,masked4,4,1023,1023,400,16,4905,81.509683996,41.166190758,0,272930015,272930421
A_address,3,masked4,4,0,1023,400,16,5137,81.811757835,41.014192688,0,272930531,272930953
A_address,4,masked4,4,0,1023,400,16,4797,81.167813217,41.339578671,0,272931078,272931468
