test,slot,kernel,chains,astride,bstride,tokens,rounds,launches,mean_us,tflops,bitdiff,start_ms,end_ms
reg_vs_plain,0,resident4,4,0,0,640,16,18868,16.050084800,334.497243286,0,272635390,272635687
reg_vs_plain,1,plain4,4,16,16,640,16,7959,70.942832014,75.676554876,0,272635828,272636390
reg_vs_plain,2,plain4,4,16,16,640,16,5463,74.852462017,71.723881557,0,272636515,272636921
reg_vs_plain,3,resident4,4,0,0,640,16,20513,16.107541559,333.304067559,0,272637015,272637343
reg_vs_plain,4,resident4,4,0,0,640,16,21587,16.167925140,332.059251479,0,272637437,272637781
reg_vs_plain,5,plain4,4,16,16,640,16,5600,75.399285714,71.203713260,0,272637906,272638328
reg_vs_plain,6,plain4,4,16,16,640,16,5491,75.231833910,71.362199231,0,272638453,272638859
reg_vs_plain,7,resident4,4,0,0,640,16,21086,16.205966044,331.279795693,0,272638953,272639296
volatile_control,0,plain4,4,16,16,640,16,6341,76.389213058,70.280984776,0,272639437,272639921
volatile_control,1,volatile4,4,16,16,640,16,761,519.752956636,10.329347917,0,272640125,272640515
volatile_control,2,volatile4,4,16,16,640,16,762,519.814960630,10.328115823,0,272640718,272641125
volatile_control,3,plain4,4,16,16,640,16,4483,76.300691501,70.362522467,0,272641218,272641562
volatile_control,4,plain4,4,16,16,640,16,4969,75.512779231,71.096696144,0,272641671,272642046
volatile_control,5,volatile4,4,16,16,640,16,765,519.977777778,10.324881850,0,272642265,272642656
volatile_control,6,volatile4,4,16,16,640,16,767,520.073011734,10.322991193,0,272642859,272643265
volatile_control,7,plain4,4,16,16,640,16,5455,76.387351054,70.282697933,0,272643375,272643796
both_address,0,volatile4,4,0,0,640,16,238,1677.063025210,3.201256625,0,272644296,272644703
both_address,1,volatile4,4,16,16,640,16,767,520.134289439,10.321775028,0,272644906,272645312
both_address,2,volatile4,4,16,16,640,16,770,519.751948052,10.329367961,0,272645515,272645906
both_address,3,volatile4,4,0,0,640,16,239,1676.623430962,3.202095963,0,272646421,272646812
both_address,4,volatile4,4,0,0,640,16,239,1677.476987448,3.200466629,0,272647328,272647718
both_address,5,volatile4,4,16,16,640,16,766,519.664490862,10.331106347,0,272647937,272648328
both_address,6,volatile4,4,16,16,640,16,765,520.227450980,10.319926620,0,272648531,272648937
both_address,7,volatile4,4,0,0,640,16,239,1676.933054393,3.201504739,0,272649437,272649843
A_address,0,volatile4,4,0,16,640,16,649,611.191063174,8.784011160,0,272650062,272650453
A_address,1,volatile4,4,16,16,640,16,767,519.125162973,10.341839508,0,272650671,272651062
A_address,2,volatile4,4,16,16,640,16,767,519.512385919,10.334131130,0,272651265,272651671
A_address,3,volatile4,4,0,16,640,16,651,611.703533026,8.776652136,0,272651890,272652281
A_address,4,volatile4,4,0,16,640,16,652,611.383435583,8.781247262,0,272652515,272652906
A_address,5,volatile4,4,16,16,640,16,763,519.653997379,10.331314965,0,272653109,272653515
A_address,6,volatile4,4,16,16,640,16,766,519.656657963,10.331262070,0,272653718,272654109
A_address,7,volatile4,4,0,16,640,16,651,611.818740399,8.774999466,0,272654343,272654734
B_address,0,volatile4,4,16,0,640,16,263,1515.570342205,3.542368817,0,272655187,272655593
B_address,1,volatile4,4,16,16,640,16,764,519.363874346,10.337086165,0,272655796,272656187
B_address,2,volatile4,4,16,16,640,16,765,519.698039216,10.330439438,0,272656406,272656796
B_address,3,volatile4,4,16,0,640,16,264,1515.386363636,3.542798885,0,272657250,272657656
B_address,4,volatile4,4,16,0,640,16,263,1514.965779468,3.543782436,0,272658109,272658515
B_address,5,volatile4,4,16,16,640,16,764,519.633507853,10.331722337,0,272658718,272659109
B_address,6,volatile4,4,16,16,640,16,763,519.419397117,10.335981193,0,272659312,272659718
B_address,7,volatile4,4,16,0,640,16,264,1515.094696970,3.543480900,0,272660171,272660562
chains1_4,0,resident1,1,0,0,640,16,23109,15.206456359,353.054583741,0,272660656,272661015
chains1_4,1,resident4,4,0,0,640,16,20131,16.184888977,331.711210844,0,272661093,272661421
chains1_4,2,resident4,4,0,0,640,16,21221,16.238725790,330.611477111,0,272661515,272661859
chains1_4,3,resident1,1,0,0,640,16,22976,15.299660515,350.903806959,0,272661953,272662312
chains1_4,4,resident1,1,0,0,640,16,23015,15.302889420,350.829766371,0,272662406,272662750
chains1_4,5,resident4,4,0,0,640,16,21763,16.140146120,332.630763082,0,272662843,272663203
chains1_4,6,resident4,4,0,0,640,16,19637,16.146610989,332.497582527,0,272663281,272663593
chains1_4,7,resident1,1,0,0,640,16,22702,15.339970047,349.981721194,0,272663687,272664031
chains2_4,0,resident2,2,0,0,640,16,22003,15.969322365,336.188912544,0,272664125,272664484
chains2_4,1,resident4,4,0,0,640,16,19981,16.124067864,332.962448752,0,272664562,272664890
chains2_4,2,resident4,4,0,0,640,16,20608,16.117769798,333.092554816,0,272664984,272665312
chains2_4,3,resident2,2,0,0,640,16,20823,15.970609422,336.161819380,0,272665390,272665734
chains2_4,4,resident2,2,0,0,640,16,20284,15.983287320,335.895176787,0,272665812,272666140
chains2_4,5,resident4,4,0,0,640,16,20566,16.129193815,332.856631371,0,272666234,272666562
chains2_4,6,resident4,4,0,0,640,16,22247,16.120240931,333.041493788,0,272666656,272667015
chains2_4,7,resident2,2,0,0,640,16,20683,15.990862061,335.736065988,0,272667093,272667437
chains4_8,0,resident4,4,0,0,640,16,21634,16.121198114,333.021719726,0,272667531,272667875
chains4_8,1,resident8,8,0,0,640,16,20461,16.575094081,323.902180804,0,272667968,272668296
chains4_8,2,resident8,8,0,0,640,16,19842,16.552817256,324.338089212,0,272668390,272668718
chains4_8,3,resident4,4,0,0,640,16,19961,16.120234457,333.041627543,0,272668796,272669125
chains4_8,4,resident4,4,0,0,640,16,20315,16.147231110,332.484813243,0,272669218,272669546
chains4_8,5,resident8,8,0,0,640,16,19418,16.565660727,324.086627658,0,272669625,272669953
chains4_8,6,resident8,8,0,0,640,16,20683,16.570130059,323.999214312,0,272670031,272670375
chains4_8,7,resident4,4,0,0,640,16,18597,16.148464806,332.459412362,0,272670468,272670765
chains4_16,0,resident4,4,0,0,640,16,19637,16.148444263,332.459835290,0,272670843,272671156
chains4_16,1,resident16,16,0,0,640,16,5862,59.848686455,89.704710963,0,272671265,272671609
chains4_16,2,resident16,16,0,0,640,16,5755,58.068462207,92.454818261,0,272671718,272672046
chains4_16,3,resident4,4,0,0,640,16,20651,16.186722193,331.673643132,0,272672140,272672468
chains4_16,4,resident4,4,0,0,640,16,18035,16.194455226,331.515265262,0,272672546,272672843
chains4_16,5,resident16,16,0,0,640,16,6724,59.325698989,90.495505515,0,272672953,272673343
chains4_16,6,resident16,16,0,0,640,16,7173,59.766764255,89.827669055,0,272673468,272673906
chains4_16,7,resident4,4,0,0,640,16,20943,16.270114119,329.973660949,0,272673984,272674328
