test,slot,mode,frames,wall_ms,bitdiff,calls,perframe,start_ms,end_ms
1,0,0,160,16.957962500,0,0,218,302484546,302487265
1,1,1,160,16.930893750,0,34880,218,302487781,302490484
1,2,1,160,16.955137500,0,34880,218,302491000,302493718
1,3,0,160,17.051018750,0,0,218,302494234,302496953
1,4,0,160,17.098131250,0,0,218,302497484,302500218
1,5,1,160,17.029737500,0,34880,218,302500734,302503453
1,6,1,160,17.019593750,0,34880,218,302503968,302506703
1,7,0,160,17.124212500,0,0,218,302507218,302509953
2,0,0,160,17.107850000,0,0,218,302510484,302513218
2,1,2,160,17.044987500,0,34880,218,302513734,302516453
2,2,2,160,17.062018750,0,34880,218,302516984,302519703
2,3,0,160,17.126400000,0,0,218,302520234,302522968
2,4,0,160,17.153243750,0,0,218,302523484,302526234
2,5,2,160,17.075143750,0,34880,218,302526750,302529484
2,6,2,160,17.086475000,0,34880,218,302530000,302532734
2,7,0,160,17.170062500,0,0,218,302533250,302536000
3,0,0,160,17.168518750,0,0,218,302536531,302539265
3,1,3,160,17.117287500,0,34880,218,302539796,302542531
3,2,3,160,17.136687500,0,34880,218,302543046,302545796
3,3,0,160,17.200606250,0,0,218,302546312,302549062
3,4,0,160,17.212793750,0,0,218,302549593,302552343
3,5,3,160,17.122712500,0,34880,218,302552875,302555609
3,6,3,160,17.116250000,0,34880,218,302556125,302558859
3,7,0,160,17.199587500,0,0,218,302559390,302562140
