test,slot,mode,frames,wall_ms,bitdiff,calls,perframe,start_ms,end_ms
1,0,0,160,12.094368750,0,0,218,324714796,324716734
1,1,1,160,12.115681250,0,34880,218,324717093,324719031
1,2,1,160,12.100137500,0,34880,218,324719406,324721343
1,3,0,160,12.111243750,0,0,218,324721718,324723656
1,4,0,160,12.118850000,0,0,218,324724015,324725953
1,5,1,160,12.129612500,0,34880,218,324726328,324728265
1,6,1,160,12.135587500,0,34880,218,324728640,324730578
1,7,0,160,12.171243750,0,0,218,324730953,324732890
2,0,0,160,12.127600000,0,0,218,324733265,324735203
2,1,2,160,12.128843750,0,34880,218,324735578,324737515
2,2,2,160,12.157600000,0,34880,218,324737890,324739828
2,3,0,160,12.167225000,0,0,218,324740203,324742140
2,4,0,160,12.127412500,0,0,218,324742515,324744453
2,5,2,160,12.131356250,0,34880,218,324744828,324746765
2,6,2,160,12.138375000,0,34880,218,324747140,324749078
2,7,0,160,12.142037500,0,0,218,324749453,324751390
3,0,0,160,12.154368750,0,0,218,324751765,324753703
3,1,3,160,12.149968750,0,34880,218,324754078,324756015
3,2,3,160,12.172800000,0,34880,218,324756390,324758328
3,3,0,160,12.184431250,0,0,218,324758703,324760656
3,4,0,160,12.156881250,0,0,218,324761031,324762968
3,5,3,160,12.148931250,0,34880,218,324763343,324765281
3,6,3,160,12.167743750,0,34880,218,324765656,324767593
3,7,0,160,12.189687500,0,0,218,324767968,324769921
