test,slot,mode,frames,wall_ms,bitdiff,calls,perframe,start_ms,end_ms
1,0,0,160,12.789562500,0,0,218,288125218,288127265
1,1,1,160,12.630162500,0,34880,218,288127640,288129671
1,2,1,160,12.628775000,0,34880,218,288130046,288132078
1,3,0,160,12.807925000,0,0,218,288132453,288134500
1,4,0,160,12.767262500,0,0,218,288134890,288136937
1,5,1,160,12.643987500,0,34880,218,288137312,288139343
1,6,1,160,12.652200000,0,34880,218,288139718,288141750
1,7,0,160,12.802693750,0,0,218,288142140,288144187
2,0,0,160,12.799912500,0,0,218,288144562,288146609
2,1,2,160,12.857781250,0,34880,218,288147000,288149062
2,2,2,160,12.873981250,0,34880,218,288149453,288151515
2,3,0,160,12.817493750,0,0,218,288151906,288153953
2,4,0,160,12.828112500,0,0,218,288154343,288156390
2,5,2,160,12.861662500,0,34880,218,288156781,288158843
2,6,2,160,12.863393750,0,34880,218,288159234,288161281
2,7,0,160,12.847850000,0,0,218,288161671,288163734
