test,slot,mode,frames,wall_ms,bitdiff,calls,perframe,start_ms,end_ms
1,0,0,160,12.137750000,0,0,218,333801187,333803125
1,1,1,160,12.234875000,0,34880,218,333803500,333805468
1,2,1,160,12.214437500,0,34880,218,333805843,333807796
1,3,0,160,12.178587500,0,0,218,333808171,333810125
1,4,0,160,12.168012500,0,0,218,333810500,333812437
1,5,1,160,12.210750000,0,34880,218,333812812,333814765
1,6,1,160,12.208750000,0,34880,218,333815140,333817093
1,7,0,160,12.210356250,0,0,218,333817468,333819421
2,0,0,160,12.173593750,0,0,218,333819796,333821750
2,1,2,160,12.246125000,0,34880,218,333822125,333824078
2,2,2,160,12.263331250,0,34880,218,333824453,333826421
2,3,0,160,12.161212500,0,0,218,333826796,333828734
2,4,0,160,12.182693750,0,0,218,333829109,333831062
2,5,2,160,12.203281250,0,34880,218,333831437,333833390
2,6,2,160,12.350318750,0,34880,218,333833765,333835750
2,7,0,160,12.210225000,0,0,218,333836125,333838078
3,0,0,160,12.214968750,0,0,218,333838453,333840406
3,1,3,160,12.263712500,0,34880,218,333840781,333842734
3,2,3,160,12.275012500,0,34880,218,333843109,333845078
3,3,0,160,12.207206250,0,0,218,333845453,333847406
3,4,0,160,12.208481250,0,0,218,333847781,333849734
3,5,3,160,12.268000000,0,34880,218,333850109,333852078
3,6,3,160,12.272675000,0,34880,218,333852453,333854406
3,7,0,160,12.230587500,0,0,218,333854781,333856750
