repeat,candidate,slot,mode,frames,ms,target_calls,replaced
0,6,0,0,200,16.500140000,7200,0
0,6,1,6,200,16.379195000,7200,3200
0,6,2,6,200,16.397665000,7200,3200
0,6,3,0,200,16.594065000,7200,0
1,6,0,0,200,16.613200000,7200,0
1,6,1,6,200,16.460600000,7200,3200
1,6,2,6,200,16.468095000,7200,3200
1,6,3,0,200,16.657145000,7200,0
2,6,0,0,200,16.647910000,7200,0
2,6,1,6,200,16.526410000,7200,3200
2,6,2,6,200,16.541480000,7200,3200
2,6,3,0,200,16.702890000,7200,0
