repeat,candidate,slot,mode,frames,ms,target_calls,replaced
0,4,0,0,200,11.577280000,1600,0
0,4,1,4,200,11.437430000,1600,1600
0,4,2,4,200,11.432910000,1600,1600
0,4,3,0,200,11.622850000,1600,0
1,4,0,0,200,11.634750000,1600,0
1,4,1,4,200,11.468580000,1600,1600
1,4,2,4,200,11.491140000,1600,1600
1,4,3,0,200,11.687440000,1600,0
2,4,0,0,200,11.682530000,1600,0
2,4,1,4,200,11.517535000,1600,1600
2,4,2,4,200,11.526065000,1600,1600
2,4,3,0,200,11.701685000,1600,0
