variant,slot,tokens,launches,mean_us,output_diff,checked_bytes,start_ms,end_ms
expand_fixed,0,640,2927,55.471814144,0,2621440,207190734,207190890
expand_fixed,1,640,4712,36.375424448,0,2621440,207190937,207191109
expand_fixed,2,640,4617,36.260775395,0,2621440,207191156,207191328
expand_fixed,3,640,3085,56.489789303,0,2621440,207191375,207191546
expand_fixed,4,640,3165,56.442969984,0,2621440,207191593,207191781
expand_fixed,5,640,4754,36.128313000,0,2621440,207191812,207191984
expand_fixed,6,640,4733,35.960701458,0,2621440,207192031,207192203
expand_fixed,7,640,2885,56.336915078,0,2621440,207192250,207192421
expand_fixed_roll,0,640,3062,56.276616590,0,2621440,207192468,207192640
expand_fixed_roll,1,640,3265,54.124042879,0,2621440,207192687,207192859
expand_fixed_roll,2,640,3137,54.297417915,0,2621440,207192906,207193078
expand_fixed_roll,3,640,3128,56.655370844,0,2621440,207193125,207193296
expand_fixed_roll,4,640,3076,56.617035111,0,2621440,207193343,207193515
expand_fixed_roll,5,640,2666,54.422355589,0,2621440,207193562,207193703
expand_fixed_roll,6,640,3024,54.359788360,0,2621440,207193750,207193921
expand_fixed_roll,7,640,2849,56.891189891,0,2621440,207193968,207194125
expand_dynamic_u4,0,640,3171,56.636707663,0,2621440,207194171,207194359
expand_dynamic_u4,1,640,3171,56.981393882,0,2621440,207194406,207194578
expand_dynamic_u4,2,640,3007,56.713668108,0,2621440,207194625,207194796
expand_dynamic_u4,3,640,2880,56.800694444,0,2621440,207194843,207195000
expand_dynamic_u4,4,640,3059,56.926773455,0,2621440,207195062,207195234
expand_dynamic_u4,5,640,3085,56.953970827,0,2621440,207195281,207195453
expand_dynamic_u4,6,640,2580,56.980232558,0,2621440,207195500,207195640
expand_dynamic_u4,7,640,3100,56.918709677,0,2621440,207195687,207195859
expand_fixed_u4,0,640,2789,56.791323055,0,2621440,207195906,207196062
expand_fixed_u4,1,640,4076,36.261285574,0,2621440,207196109,207196250
expand_fixed_u4,2,640,4216,36.093453510,0,2621440,207196296,207196453
expand_fixed_u4,3,640,2895,56.782037997,0,2621440,207196500,207196656
expand_fixed_u4,4,640,3200,56.776562500,0,2621440,207196703,207196890
expand_fixed_u4,5,640,4705,36.184059511,0,2621440,207196937,207197109
expand_fixed_u4,6,640,4216,36.300759013,0,2621440,207197140,207197296
expand_fixed_u4,7,640,2677,56.943593575,0,2621440,207197343,207197484
