kind,accumulators,groups,iterations,sample,launches,start_tick,end_tick,wall_ms,event_ms,flops_per_launch,wall_tflops,event_tflops
fp32d,16,256,8192,0,44,196714640,196714875,242.512000000,241.882003784,274877906944,49.872286343,50.002181710
fp32d,16,256,8192,1,44,196714875,196715125,242.036000000,241.614807129,274877906944,49.970367654,50.057478055
fp32d,16,256,8192,2,44,196715125,196715359,242.121000000,241.914398193,274877906944,49.952824850,49.995485990
fp32d,16,256,8192,3,44,196715359,196715609,241.763000000,241.554656982,274877906944,50.026794446,50.069942996
fp32d,16,256,8192,4,44,196715609,196715843,241.905000000,241.698623657,274877906944,49.997428352,50.040119065
fp32d,16,256,8192,5,44,196715843,196716093,242.419000000,242.126068115,274877906944,49.891419012,49.951779252
fp32d,16,256,8192,6,44,196716093,196716328,242.277000000,241.866851807,274877906944,49.920660672,50.005314144
fp32d,16,256,8192,7,44,196716328,196716578,242.665000000,242.319381714,274877906944,49.840841924,49.911929537
fp32d,16,256,8192,8,44,196716578,196716828,242.612000000,242.278915405,274877906944,49.851729945,49.920266010
