repeat,candidate,slot,mode,frames,ms,target_calls,replaced
0,6,0,0,200,16.644450000,7200,0
0,6,1,6,200,16.535235000,7200,3200
0,6,2,6,200,16.548530000,7200,3200
0,6,3,0,200,16.690840000,7200,0
1,6,0,0,200,16.700565000,7200,0
1,6,1,6,200,16.561640000,7200,3200
1,6,2,6,200,16.591260000,7200,3200
1,6,3,0,200,16.712245000,7200,0
2,6,0,0,200,16.709835000,7200,0
2,6,1,6,200,16.597070000,7200,3200
2,6,2,6,200,16.604560000,7200,3200
2,6,3,0,200,16.748895000,7200,0
