repeat,candidate,slot,mode,frames,ms,target_calls,replaced
0,8,0,0,200,16.623545000,2000,0
0,8,1,8,200,16.220345000,2000,2000
0,8,2,8,200,16.194955000,2000,2000
0,8,3,0,200,16.662860000,2000,0
1,8,0,0,200,16.714600000,2000,0
1,8,1,8,200,16.244075000,2000,2000
1,8,2,8,200,16.251535000,2000,2000
1,8,3,0,200,16.724085000,2000,0
2,8,0,0,200,16.702945000,2000,0
2,8,1,8,200,16.260820000,2000,2000
2,8,2,8,200,16.272815000,2000,2000
2,8,3,0,200,16.754475000,2000,0
