variant,slot,mode,frames,mean_ms,bitdiff,replacements,start_ms,end_ms
1,0,0,200,12.720590000,0,0,212769109,212771656
1,1,1,200,12.731215000,0,3200,212772171,212774718
1,2,1,200,12.737380000,0,3200,212775218,212777765
1,3,0,200,12.719365000,0,0,212778281,212780828
1,4,0,200,12.760105000,0,0,212781343,212783890
1,5,1,200,12.744025000,0,3200,212784406,212786953
1,6,1,200,12.754930000,0,3200,212787468,212790031
1,7,0,200,12.770880000,0,0,212790546,212793093
