test,slot,chunk,launches,mean_us,start_ms,end_ms
layout64,0,0,1213,32.803792251,280017203,280017250
layout64,0,1,1213,30.183017312,280017250,280017296
layout64,0,2,1213,32.978565540,280017296,280017328
layout64,0,3,1213,32.928276999,280017328,280017375
layout64,0,4,1213,32.939818631,280017375,280017421
layout64,0,5,1213,32.448474856,280017421,280017453
layout64,0,6,1213,32.798021434,280017453,280017500
layout64,0,7,1213,32.872217642,280017500,280017546
layout64,0,8,1213,32.826051113,280017546,280017578
layout64,0,9,1213,32.870568838,280017578,280017625
layout64,1,0,1424,26.858146067,280017921,280017968
layout64,1,1,1424,26.794943820,280017968,280018000
layout64,1,2,1424,26.950140449,280018015,280018046
layout64,1,3,1424,26.812500000,280018046,280018093
layout64,1,4,1424,26.854634831,280018093,280018125
layout64,1,5,1424,26.182584270,280018125,280018171
layout64,1,6,1424,26.841994382,280018171,280018203
layout64,1,7,1424,26.939606742,280018203,280018250
layout64,1,8,1424,26.898876404,280018250,280018281
layout64,1,9,1424,26.854634831,280018296,280018328
layout64,2,0,1416,26.896186441,280018625,280018671
layout64,2,1,1416,26.849576271,280018671,280018703
layout64,2,2,1416,26.911016949,280018718,280018750
layout64,2,3,1416,26.483050847,280018750,280018796
layout64,2,4,1416,26.866525424,280018796,280018828
layout64,2,5,1416,26.894774011,280018828,280018875
layout64,2,6,1416,26.839689266,280018875,280018906
layout64,2,7,1416,26.867937853,280018906,280018953
layout64,2,8,1416,26.711158192,280018953,280018984
layout64,2,9,1416,26.725282486,280018984,280019031
layout64,3,0,1136,32.985915493,280019328,280019375
layout64,3,1,1136,32.919894366,280019375,280019406
layout64,3,2,1136,32.588028169,280019406,280019453
layout64,3,3,1136,33.027288732,280019453,280019484
layout64,3,4,1136,32.938380282,280019484,280019531
layout64,3,5,1136,32.839788732,280019531,280019562
layout64,3,6,1136,33.220950704,280019562,280019609
layout64,3,7,1136,33.055457746,280019609,280019640
layout64,3,8,1136,33.276408451,280019656,280019687
layout64,3,9,1136,32.916373239,280019687,280019734
layout64,4,0,1172,33.103242321,280020031,280020078
layout64,4,1,1172,33.313139932,280020078,280020109
layout64,4,2,1172,32.894197952,280020109,280020156
layout64,4,3,1172,32.918941980,280020156,280020187
layout64,4,4,1172,32.534129693,280020203,280020234
layout64,4,5,1172,33.105802048,280020234,280020281
layout64,4,6,1172,32.604948805,280020281,280020312
layout64,4,7,1172,32.573378840,280020312,280020359
layout64,4,8,1172,33.139931741,280020359,280020390
layout64,4,9,1172,33.034982935,280020406,280020437
layout64,5,0,1204,26.855481728,280020734,280020765
layout64,5,1,1204,26.861295681,280020765,280020796
layout64,5,2,1204,26.924418605,280020796,280020828
layout64,5,3,1204,26.877076412,280020828,280020859
layout64,5,4,1204,26.962624585,280020859,280020906
layout64,5,5,1204,26.980897010,280020906,280020937
layout64,5,6,1204,25.449335548,280020937,280020968
layout64,5,7,1204,26.791528239,280020968,280021000
layout64,5,8,1204,26.956810631,280021000,280021031
layout64,5,9,1204,26.822259136,280021031,280021062
layout64,6,0,1408,26.585227273,280021375,280021406
layout64,6,1,1408,27.098721591,280021406,280021453
layout64,6,2,1408,26.916193182,280021453,280021484
