test,slot,mode,frames,wall_ms,bitdiff,calls,perframe,start_ms,end_ms
1,0,0,160,16.873087500,0,0,218,323764375,323767078
1,1,1,160,16.888518750,0,34880,218,323767593,323770296
1,2,1,160,16.925081250,0,34880,218,323770812,323773515
1,3,0,160,16.976081250,0,0,218,323774031,323776750
1,4,0,160,17.014687500,0,0,218,323777265,323779984
1,5,1,160,16.992025000,0,34880,218,323780500,323783218
1,6,1,160,16.991943750,0,34880,218,323783734,323786453
1,7,0,160,17.024356250,0,0,218,323786984,323789703
2,0,0,160,17.026906250,0,0,218,323790218,323792937
2,1,2,160,17.036131250,0,34880,218,323793453,323796187
2,2,2,160,17.064218750,0,34880,218,323796703,323799437
2,3,0,160,17.062712500,0,0,218,323799953,323802687
2,4,0,160,17.065387500,0,0,218,323803203,323805937
2,5,2,160,17.102893750,0,34880,218,323806453,323809187
2,6,2,160,17.099981250,0,34880,218,323809718,323812453
2,7,0,160,17.077443750,0,0,218,323812968,323815703
3,0,0,160,17.104306250,0,0,218,323816218,323818953
3,1,3,160,17.103862500,0,34880,218,323819484,323822218
3,2,3,160,17.123937500,0,34880,218,323822734,323825484
3,3,0,160,17.094506250,0,0,218,323826000,323828734
3,4,0,160,17.098768750,0,0,218,323829250,323831984
3,5,3,160,17.116093750,0,34880,218,323832515,323835250
3,6,3,160,17.149956250,0,34880,218,323835765,323838515
3,7,0,160,17.111481250,0,0,218,323839031,323841765
