phase,frame,wall_ms
0,0,16.904600000
0,1,16.090700000
0,2,14.604000000
0,3,15.149500000
0,4,14.753600000
0,5,15.059500000
0,6,15.083700000
0,7,15.178900000
0,8,15.193900000
0,9,15.336200000
0,10,15.252000000
0,11,15.114700000
0,12,15.256100000
0,13,15.255500000
0,14,15.227300000
0,15,15.169400000
0,16,15.473300000
0,17,15.326200000
0,18,15.681800000
0,19,15.435600000
0,20,15.315400000
0,21,15.379800000
0,22,15.380800000
0,23,15.219600000
0,24,15.245600000
0,25,15.372500000
0,26,15.346500000
0,27,15.388800000
0,28,15.526000000
0,29,15.605900000
0,30,15.436400000
0,31,15.372600000
0,32,15.514800000
0,33,15.618600000
0,34,15.428300000
0,35,15.438800000
0,36,15.449700000
0,37,15.400700000
0,38,15.626300000
0,39,15.409600000
0,40,15.332000000
0,41,15.272600000
0,42,15.352800000
0,43,15.427800000
0,44,15.250400000
0,45,15.428100000
0,46,15.711500000
0,47,15.396400000
0,48,15.673300000
0,49,15.391100000
0,50,15.423200000
0,51,15.343800000
0,52,15.299700000
0,53,15.597600000
0,54,15.306100000
0,55,15.293200000
0,56,15.515000000
0,57,15.408500000
0,58,15.335800000
0,59,15.274400000
0,60,15.391700000
0,61,15.375400000
0,62,15.554800000
0,63,15.693700000
0,64,15.274200000
0,65,15.666400000
0,66,15.319700000
0,67,15.388500000
0,68,15.330000000
0,69,15.298400000
0,70,15.384700000
0,71,15.273900000
0,72,15.374800000
0,73,15.224900000
0,74,15.277100000
0,75,15.491400000
0,76,15.675900000
0,77,15.649100000
0,78,15.311200000
0,79,15.354600000
0,80,15.593300000
0,81,15.310300000
0,82,15.312900000
0,83,15.383000000
0,84,15.322900000
0,85,15.380900000
0,86,15.731300000
0,87,15.401800000
0,88,15.314800000
0,89,15.424100000
0,90,15.255900000
0,91,15.461700000
0,92,15.746500000
0,93,15.362700000
0,94,15.400600000
0,95,15.642800000
0,96,15.257700000
0,97,15.361200000
0,98,15.248400000
0,99,15.251300000
1,0,15.302000000
1,1,15.122600000
1,2,15.514800000
1,3,15.855900000
1,4,15.432500000
1,5,15.541500000
1,6,15.706000000
1,7,15.525500000
1,8,15.415100000
1,9,15.827200000
1,10,15.422600000
1,11,15.426900000
1,12,15.523100000
1,13,15.718000000
1,14,15.384600000
1,15,15.434500000
1,16,15.481900000
1,17,15.588700000
1,18,15.997200000
1,19,15.519600000
1,20,15.613700000
1,21,15.462100000
1,22,15.615700000
1,23,15.410700000
1,24,15.771800000
1,25,15.918900000
1,26,15.388900000
1,27,15.374000000
1,28,15.889800000
1,29,15.471600000
1,30,15.494300000
1,31,15.511400000
1,32,15.471500000
1,33,15.838500000
1,34,15.506000000
1,35,15.561100000
1,36,15.544700000
1,37,15.562400000
1,38,15.446700000
1,39,15.772500000
1,40,15.558400000
1,41,15.505500000
1,42,15.434300000
1,43,15.925700000
1,44,15.472300000
1,45,15.535900000
1,46,15.522400000
1,47,15.516100000
1,48,16.012400000
1,49,15.707200000
1,50,15.577800000
1,51,15.565700000
1,52,15.715400000
1,53,15.864700000
1,54,15.536300000
1,55,15.412900000
1,56,15.376000000
1,57,15.597100000
1,58,15.990800000
1,59,15.626500000
1,60,15.507100000
1,61,15.432400000
1,62,15.476600000
1,63,15.933800000
1,64,15.506100000
1,65,15.521400000
1,66,15.549600000
1,67,15.496200000
1,68,15.932000000
1,69,15.520500000
1,70,15.515200000
1,71,15.390900000
1,72,15.563700000
1,73,15.632900000
1,74,15.867100000
1,75,15.479800000
1,76,15.556200000
1,77,15.539700000
1,78,16.038100000
1,79,15.501500000
1,80,15.414800000
1,81,15.543300000
1,82,15.451900000
1,83,15.907000000
1,84,15.471300000
1,85,15.462400000
1,86,15.487300000
1,87,15.468000000
1,88,15.460200000
1,89,15.840400000
1,90,15.560500000
1,91,15.504600000
1,92,15.645200000
1,93,15.888900000
1,94,15.463800000
1,95,15.562400000
1,96,15.585100000
1,97,15.473400000
1,98,15.934800000
1,99,15.772600000
