test,slot,mode,frame,segment_ms
marked_ab,0,0,0,2.061100006
marked_ab,0,0,1,2.035700083
marked_ab,0,0,2,2.055299997
marked_ab,0,0,3,2.064800024
marked_ab,0,0,4,2.061599970
marked_ab,0,0,5,2.064800024
marked_ab,0,0,6,2.053299904
marked_ab,0,0,7,2.067899942
marked_ab,0,0,8,2.055500031
marked_ab,0,0,9,2.051599979
marked_ab,0,0,10,1.860800028
marked_ab,0,0,11,2.057300091
marked_ab,0,0,12,2.066999912
marked_ab,0,0,13,2.053400040
marked_ab,0,0,14,2.062200069
marked_ab,0,0,15,2.071799994
marked_ab,0,0,16,2.059099913
marked_ab,0,0,17,2.052099943
marked_ab,0,0,18,2.019320011
marked_ab,0,0,19,2.061100006
marked_ab,0,0,20,2.056400061
marked_ab,0,0,21,2.112400055
marked_ab,0,0,22,1.988100052
marked_ab,0,0,23,2.063199997
marked_ab,0,0,24,2.061599970
marked_ab,0,0,25,2.019999981
marked_ab,0,0,26,2.055299997
marked_ab,0,0,27,2.089699984
marked_ab,0,0,28,2.068300009
marked_ab,0,0,29,1.936800003
marked_ab,0,0,30,2.070400000
marked_ab,0,0,31,2.065500021
marked_ab,0,0,32,2.064699888
marked_ab,0,0,33,2.064100027
marked_ab,0,0,34,2.034499884
marked_ab,0,0,35,1.975900054
marked_ab,0,0,36,2.074100018
marked_ab,0,0,37,2.056200027
marked_ab,0,0,38,2.054899931
marked_ab,0,0,39,2.050800085
marked_ab,0,0,40,2.078799963
marked_ab,0,0,41,2.064100027
marked_ab,0,0,42,2.062799931
marked_ab,0,0,43,2.062000036
marked_ab,0,0,44,2.059999943
marked_ab,0,0,45,2.102699995
marked_ab,0,0,46,1.970800042
marked_ab,0,0,47,2.089099884
marked_ab,0,0,48,1.994799972
marked_ab,0,0,49,2.067100048
marked_ab,0,0,50,2.055900097
marked_ab,0,0,51,2.073299885
marked_ab,0,0,52,2.062400103
marked_ab,0,0,53,2.067600012
marked_ab,0,0,54,2.044699907
marked_ab,0,0,55,2.050899982
marked_ab,0,0,56,2.051700115
marked_ab,0,0,57,2.053699970
marked_ab,0,0,58,2.055500031
marked_ab,0,0,59,2.064300060
marked_ab,0,0,60,2.054300070
marked_ab,0,0,61,2.082200050
marked_ab,0,0,62,2.060100079
marked_ab,0,0,63,2.068700075
marked_ab,0,0,64,2.069999933
marked_ab,0,0,65,2.065799952
marked_ab,0,0,66,2.067399979
marked_ab,0,0,67,2.065200090
marked_ab,0,0,68,2.042500019
marked_ab,0,0,69,1.967700005
marked_ab,0,0,70,2.059600115
marked_ab,0,0,71,2.063899994
marked_ab,0,0,72,2.072099924
marked_ab,0,0,73,2.068500042
marked_ab,0,0,74,1.959900022
marked_ab,0,0,75,2.053699970
marked_ab,0,0,76,2.060100079
marked_ab,0,0,77,2.075000048
marked_ab,0,0,78,2.068399906
marked_ab,0,0,79,2.064599991
marked_ab,0,0,80,2.063899994
marked_ab,0,0,81,2.049499989
marked_ab,0,0,82,2.064500093
marked_ab,0,0,83,1.951200008
marked_ab,0,0,84,2.062599897
marked_ab,0,0,85,2.056900024
marked_ab,0,0,86,2.071500063
marked_ab,0,0,87,2.063899994
marked_ab,0,0,88,2.044800043
marked_ab,0,0,89,2.079600096
marked_ab,0,0,90,2.047499895
marked_ab,0,0,91,2.070400000
marked_ab,0,0,92,2.068900108
marked_ab,0,0,93,2.047300100
marked_ab,0,0,94,2.056099892
marked_ab,0,0,95,2.066299915
marked_ab,0,0,96,2.066400051
marked_ab,0,0,97,2.056799889
marked_ab,0,0,98,2.053999901
marked_ab,0,0,99,2.048899889
marked_ab,0,0,100,2.062200069
marked_ab,0,0,101,2.068799973
marked_ab,0,0,102,2.073199987
marked_ab,0,0,103,2.069400072
marked_ab,0,0,104,2.065599918
marked_ab,0,0,105,2.081399918
marked_ab,0,0,106,2.044899940
marked_ab,0,0,107,1.960999966
marked_ab,0,0,108,2.046799898
marked_ab,0,0,109,2.050699949
marked_ab,0,0,110,2.057199955
marked_ab,0,0,111,2.058199883
marked_ab,0,0,112,2.063100100
marked_ab,0,0,113,2.066400051
marked_ab,0,0,114,2.149399996
marked_ab,0,0,115,2.036900043
marked_ab,0,0,116,2.052999973
marked_ab,0,0,117,2.075200081
marked_ab,0,0,118,2.049499989
marked_ab,0,0,119,2.094399929
marked_ab,0,0,120,2.056099892
marked_ab,0,0,121,2.072999954
marked_ab,0,0,122,2.068799973
marked_ab,0,0,123,2.060600042
marked_ab,0,0,124,2.078799963
marked_ab,0,0,125,2.057399988
marked_ab,0,0,126,2.078399897
marked_ab,0,0,127,2.031699896
marked_ab,0,0,128,2.051700115
marked_ab,0,0,129,2.051800013
marked_ab,0,0,130,2.153599977
marked_ab,0,0,131,2.023999929
marked_ab,0,0,132,1.892500043
marked_ab,0,0,133,2.065299988
marked_ab,0,0,134,1.989500046
marked_ab,0,0,135,1.988600016
marked_ab,0,0,136,2.057800055
marked_ab,0,0,137,2.075200081
marked_ab,0,0,138,2.071599960
marked_ab,0,0,139,2.059400082
marked_ab,0,0,140,2.022399902
marked_ab,0,0,141,2.024499893
marked_ab,0,0,142,2.110599995
marked_ab,0,0,143,2.081099987
marked_ab,0,0,144,1.958799958
marked_ab,0,0,145,2.070600033
marked_ab,0,0,146,2.059700012
marked_ab,0,0,147,2.070300102
marked_ab,0,0,148,2.053299904
marked_ab,0,0,149,2.055399895
marked_ab,0,0,150,2.046900034
marked_ab,0,0,151,2.062299967
marked_ab,0,0,152,2.157299995
marked_ab,0,0,153,1.976300001
marked_ab,0,0,154,2.044300079
marked_ab,0,0,155,2.075799942
marked_ab,0,0,156,2.062299967
marked_ab,0,0,157,2.067199945
marked_ab,0,0,158,2.064800024
marked_ab,0,0,159,2.072000027
marked_ab,1,1,0,2.084500074
marked_ab,1,1,1,2.037499905
marked_ab,1,1,2,2.073800087
marked_ab,1,1,3,2.051000118
marked_ab,1,1,4,2.071899891
marked_ab,1,1,5,2.056799889
marked_ab,1,1,6,1.953500032
marked_ab,1,1,7,2.047899961
marked_ab,1,1,8,2.089099884
marked_ab,1,1,9,2.116899967
marked_ab,1,1,10,2.060800076
marked_ab,1,1,11,2.069400072
marked_ab,1,1,12,1.970100045
marked_ab,1,1,13,2.051800013
marked_ab,1,1,14,2.042200089
marked_ab,1,1,15,2.038899899
marked_ab,1,1,16,2.053400040
marked_ab,1,1,17,2.012900114
marked_ab,1,1,18,2.063899994
marked_ab,1,1,19,2.034100056
marked_ab,1,1,20,2.044100046
marked_ab,1,1,21,2.056600094
marked_ab,1,1,22,2.047899961
marked_ab,1,1,23,2.214299917
marked_ab,1,1,24,2.057899952
marked_ab,1,1,25,2.089499950
marked_ab,1,1,26,2.057399988
marked_ab,1,1,27,2.036799908
marked_ab,1,1,28,2.074399948
marked_ab,1,1,29,2.050499916
marked_ab,1,1,30,1.958099961
marked_ab,1,1,31,2.062400103
marked_ab,1,1,32,2.066600084
marked_ab,1,1,33,2.057100058
marked_ab,1,1,34,2.061300039
marked_ab,1,1,35,1.940400004
