test,slot,mode,frames,wall_ms,bitdiff,calls,start_ms,end_ms
1,0,0,160,12.456437500,0,1600,299775312,299777296
1,1,1,160,12.432887500,0,1600,299777687,299779671
1,2,1,160,12.433262500,0,1600,299780046,299782031
1,3,0,160,12.462706250,0,1600,299782421,299784406
1,4,0,160,12.468143750,0,1600,299784781,299786781
1,5,1,160,12.446700000,0,1600,299787156,299789156
1,6,1,160,12.460293750,0,1600,299789531,299791531
1,7,0,160,12.511700000,0,1600,299791906,299793906
2,0,0,160,12.467718750,0,1600,299794281,299796281
2,1,2,160,12.455168750,0,1600,299796656,299798656
2,2,2,160,12.487931250,0,1600,299799031,299801031
2,3,0,160,12.465956250,0,1600,299801406,299803406
2,4,0,160,12.488600000,0,1600,299803781,299805781
2,5,2,160,12.466962500,0,1600,299806156,299808156
2,6,2,160,12.479768750,0,1600,299808531,299810531
2,7,0,160,12.482468750,0,1600,299810906,299812906
3,0,0,160,12.485875000,0,1600,299813281,299815281
3,1,3,160,12.489618750,0,1600,299815671,299817656
3,2,3,160,12.471112500,0,1600,299818046,299820031
3,3,0,160,12.487518750,0,1600,299820421,299822421
3,4,0,160,12.514625000,0,1600,299822796,299824796
3,5,3,160,12.465825000,0,1600,299825171,299827171
3,6,3,160,12.452387500,0,1600,299827546,299829546
3,7,0,160,12.467100000,0,1600,299829921,299831921
