region,round,slot,cut,start_tick,end_tick,prefix_ms,gpu_frame_ms,tail_ms,wall_ms
4,4,2,44,198600187,198600203,4.540180206,12.525480270,7.985300064,12.793000000
4,4,3,27,198600203,198600218,3.725500107,12.414600372,8.689100266,12.643000000
4,5,0,27,198600218,198600234,3.776900053,12.476400375,8.699500084,12.723000000
4,5,1,44,198600234,198600250,4.557720184,12.577619553,8.019900322,12.718000000
4,5,2,44,198600250,198600265,4.573579788,12.633680344,8.060099602,12.769000000
4,5,3,27,198600265,198600265,3.616800070,12.425100327,8.808300018,12.677000000
4,6,0,27,198600265,198600281,3.729799986,12.543700218,8.813899994,12.693000000
4,6,1,44,198600281,198600296,4.573480129,12.507780075,7.934299946,12.646000000
4,6,2,44,198600296,198600312,4.572000027,12.560999870,7.988999844,12.703000000
4,6,3,27,198600312,198600328,3.828840017,12.595040321,8.766200066,12.754000000
4,7,0,27,198600328,198600328,3.640259981,12.419960022,8.779700279,12.738000000
4,7,1,44,198600328,198600343,4.563360214,12.471059799,7.907700062,12.622000000
4,7,2,44,198600343,198600359,4.584959984,12.559860229,7.974899769,12.706000000
4,7,3,27,198600359,198600375,3.788800001,12.441960335,8.653160095,12.575000000
5,0,0,44,198600484,198600500,4.622960091,12.596879959,7.973919868,12.733000000
5,0,1,101,198600500,198600500,5.619060040,12.625860214,7.006800175,12.831000000
5,0,2,101,198600500,198600515,5.613679886,12.593680382,6.980000019,12.803000000
5,0,3,44,198600515,198600531,4.676340103,12.575139999,7.898799896,12.753000000
5,1,0,44,198600531,198600546,4.604020119,12.554320335,7.950300217,12.670000000
5,1,1,101,198600546,198600562,5.644539833,12.623339653,6.978799820,12.763000000
5,1,2,101,198600562,198600578,5.638959885,12.669560432,7.030600071,12.811000000
5,1,3,44,198600578,198600578,4.578879833,12.653679848,8.074799538,12.818000000
5,2,0,44,198600578,198600593,4.427800179,12.352979660,7.925179958,12.625000000
5,2,1,101,198600593,198600609,5.623139858,12.548139572,6.925000191,12.678000000
5,2,2,101,198600609,198600625,5.650760174,12.641460419,6.990699768,12.769000000
5,2,3,44,198600625,198600640,4.582240105,12.589240074,8.006999969,12.753000000
5,3,0,44,198600640,198600640,4.565159798,12.492759705,7.927599907,12.657000000
5,3,1,101,198600640,198600656,5.635960102,12.751660347,7.115699768,12.902000000
5,3,2,101,198600656,198600671,5.548719883,12.531519890,6.982800007,12.771000000
5,3,3,44,198600671,198600687,4.567220211,12.558119774,7.990900040,12.700000000
5,4,0,44,198600687,198600703,4.591279984,12.574780464,7.983500004,12.802000000
5,4,1,101,198600703,198600703,5.599939823,12.559040070,6.959099770,12.828000000
5,4,2,101,198600703,198600718,5.631680012,12.636580467,7.004899979,12.846000000
5,4,3,44,198600718,198600734,4.434219837,12.396419525,7.962200165,12.659000000
5,5,0,44,198600734,198600750,4.566239834,12.537039757,7.970799923,12.694000000
5,5,1,101,198600750,198600765,5.618239880,12.567339897,6.949100018,12.689000000
5,5,2,101,198600765,198600781,5.586760044,12.561559677,6.974800110,12.698000000
5,5,3,44,198600781,198600781,4.544579983,12.577179909,8.032600403,12.744000000
5,6,0,44,198600781,198600796,4.525000095,12.443059921,7.918059826,12.694000000
5,6,1,101,198600796,198600812,5.608099937,12.733499527,7.125400066,12.899000000
5,6,2,101,198600812,198600828,5.610899925,12.519700050,6.908800125,12.954000000
5,6,3,44,198600828,198600843,4.478660107,12.482959747,8.004300117,12.733000000
5,7,0,44,198600843,198600843,4.556580067,12.513079643,7.956500053,12.772000000
5,7,1,101,198600843,198600859,5.671060085,12.620360374,6.949299812,12.845000000
5,7,2,101,198600859,198600875,5.578780174,12.662980080,7.084199905,12.904000000
5,7,3,44,198600875,198600890,4.562079906,12.489480019,7.927400112,12.809000000
6,0,0,101,198601000,198601015,5.536180019,12.515780449,6.979599953,12.748000000
