repeat,candidate,slot,mode,frames,ms,target_calls,replaced
0,4,0,0,80,16.413712500,640,0
0,4,1,4,80,16.400375000,640,640
0,4,2,4,80,16.416887500,640,640
0,4,3,0,80,16.542237500,640,0
