mode,slot,candidate,launches,mean_us,byte_diff,checked_bytes,start_ms,end_ms
4,0,0,606,240.801980198,0,25235456,271402015,271402171
4,1,1,712,253.450842697,0,25235456,271402234,271402421
4,2,1,690,253.443478261,0,25235456,271402468,271402656
4,3,0,743,254.374158816,0,25235456,271402718,271402906
4,4,0,721,254.300970874,0,25235456,271402968,271403156
4,5,1,766,253.351174935,0,25235456,271403218,271403406
4,6,1,833,253.379351741,0,25235456,271403484,271403687
4,7,0,795,254.499371069,0,25235456,271403765,271403968
