repeat,candidate,slot,mode,frames,ms,target_calls,replaced
0,1,0,0,200,16.452155000,800,0
0,1,1,1,200,16.431640000,800,800
0,1,2,1,200,16.461490000,800,800
0,1,3,0,200,16.560820000,800,0
1,1,0,0,200,16.562820000,800,0
1,1,1,1,200,16.503380000,800,800
1,1,2,1,200,16.527890000,800,800
1,1,3,0,200,16.624250000,800,0
2,1,0,0,200,16.628230000,800,0
2,1,1,1,200,16.571220000,800,800
2,1,2,1,200,16.582750000,800,800
2,1,3,0,200,16.635900000,800,0
