frame,end_tick_ms,wall_ms
272,171428390,13.274000000
273,171428406,13.111000000
274,171428421,13.167000000
275,171428437,13.258000000
276,171428453,13.255000000
277,171428453,13.130000000
278,171428468,13.506000000
279,171428484,13.231000000
280,171428500,13.214000000
281,171428515,13.230000000
282,171428531,13.251000000
283,171428546,13.179000000
284,171428562,13.073000000
285,171428562,13.269000000
286,171428578,13.300000000
287,171428593,13.221000000
288,171428609,13.298000000
289,171428625,13.116000000
290,171428640,13.168000000
291,171428656,13.273000000
292,171428671,13.202000000
293,171428671,13.217000000
294,171428687,13.166000000
295,171428703,13.394000000
296,171428718,13.317000000
297,171428734,13.172000000
298,171428750,13.247000000
299,171428765,13.230000000
300,171428765,13.279000000
301,171428781,13.226000000
302,171428796,13.340000000
303,171428812,13.278000000
304,171428828,13.140000000
305,171428843,13.271000000
306,171428859,13.323000000
307,171428875,13.209000000
308,171428890,13.237000000
309,171428890,13.330000000
310,171428906,13.415000000
311,171428921,13.068000000
312,171428937,13.294000000
313,171428953,13.228000000
314,171428968,13.201000000
315,171428984,13.173000000
316,171429000,13.169000000
317,171429000,13.110000000
318,171429015,13.097000000
319,171429031,13.202000000
320,171429046,13.288000000
321,171429062,13.229000000
322,171429078,13.224000000
323,171429093,13.135000000
324,171429093,13.128000000
325,171429109,13.060000000
326,171429125,13.248000000
327,171429140,13.228000000
328,171429156,13.262000000
329,171429171,13.176000000
330,171429187,13.337000000
331,171429203,13.047000000
332,171429203,13.221000000
333,171429218,13.258000000
334,171429234,13.441000000
335,171429250,13.063000000
336,171429265,13.065000000
337,171429281,13.148000000
338,171429296,13.126000000
339,171429296,13.129000000
340,171429312,13.188000000
341,171429328,13.010000000
342,171429343,13.226000000
343,171429359,13.242000000
344,171429375,13.273000000
345,171429390,13.134000000
346,171429406,13.185000000
347,171429406,13.271000000
348,171429421,13.129000000
349,171429437,13.102000000
350,171429453,13.254000000
351,171429468,13.250000000
352,171429484,13.298000000
353,171429500,13.297000000
354,171429515,13.220000000
355,171429515,13.270000000
356,171429531,13.232000000
357,171429546,13.183000000
358,171429562,13.432000000
359,171429578,13.219000000
360,171429593,13.304000000
361,171429609,13.402000000
362,171429625,13.123000000
363,171429625,13.226000000
364,171429640,13.283000000
365,171429656,13.313000000
366,171429671,13.204000000
367,171429687,13.464000000
368,171429703,13.224000000
369,171429718,13.250000000
370,171429734,13.162000000
371,171429734,13.361000000
372,171429750,13.206000000
373,171429765,13.216000000
374,171429781,13.489000000
375,171429796,13.289000000
376,171429812,13.187000000
377,171429828,13.110000000
378,171429843,13.364000000
379,171429843,13.250000000
380,171429859,13.166000000
381,171429875,13.366000000
382,171429890,13.156000000
383,171429906,13.146000000
384,171429921,13.042000000
385,171429937,13.289000000
386,171429953,13.206000000
387,171429953,13.203000000
388,171429968,13.245000000
389,171429984,13.289000000
390,171430000,13.217000000
391,171430015,13.221000000
392,171430031,13.230000000
393,171430046,13.181000000
394,171430062,13.223000000
395,171430062,13.283000000
396,171430078,13.128000000
397,171430093,13.242000000
398,171430109,13.212000000
399,171430125,13.506000000
400,171430140,13.157000000
401,171430156,13.253000000
402,171430171,13.328000000
403,171430171,13.463000000
404,171430187,13.202000000
405,171430203,13.185000000
406,171430218,13.180000000
407,171430234,13.178000000
408,171430250,13.190000000
409,171430265,13.235000000
410,171430265,13.276000000
411,171430281,13.285000000
412,171430296,13.357000000
413,171430312,13.169000000
414,171430328,13.250000000
415,171430343,13.219000000
416,171430359,13.220000000
417,171430375,13.270000000
418,171430375,13.162000000
419,171430390,13.246000000
420,171430406,13.332000000
421,171430421,13.042000000
422,171430437,13.280000000
423,171430453,13.342000000
424,171430468,13.289000000
425,171430484,13.292000000
426,171430484,13.261000000
427,171430500,13.124000000
428,171430515,13.354000000
429,171430531,13.223000000
430,171430546,13.179000000
431,171430562,13.225000000
432,171430578,13.067000000
433,171430593,13.109000000
434,171430593,13.083000000
435,171430609,13.162000000
436,171430625,13.173000000
437,171430640,13.119000000
438,171430656,13.137000000
439,171430671,13.236000000
440,171430687,13.362000000
441,171430703,13.124000000
442,171430703,13.135000000
443,171430718,13.202000000
444,171430734,13.151000000
445,171430750,13.086000000
446,171430765,13.137000000
447,171430781,13.156000000
448,171430796,13.198000000
449,171430796,13.223000000
450,171430812,13.347000000
451,171430828,13.158000000
452,171430843,13.187000000
453,171430859,13.257000000
454,171430875,13.129000000
455,171430890,13.151000000
456,171430906,13.258000000
457,171430906,13.358000000
458,171430921,13.113000000
459,171430937,13.198000000
460,171430953,13.381000000
461,171430968,13.083000000
462,171430984,13.214000000
463,171431000,13.254000000
464,171431015,13.169000000
465,171431015,13.183000000
466,171431031,13.210000000
467,171431046,13.261000000
468,171431062,13.283000000
469,171431078,13.217000000
470,171431093,13.284000000
471,171431109,13.366000000
472,171431125,13.347000000
473,171431125,13.176000000
474,171431140,13.249000000
475,171431156,13.228000000
476,171431171,13.147000000
477,171431187,13.096000000
478,171431203,13.164000000
479,171431218,13.116000000
480,171431218,13.135000000
481,171431234,13.302000000
482,171431250,13.220000000
483,171431265,13.191000000
484,171431281,13.340000000
485,171431296,13.154000000
486,171431312,13.131000000
487,171431328,13.270000000
488,171431343,13.220000000
489,171431343,13.107000000
490,171431359,13.202000000
491,171431375,13.248000000
492,171431390,13.156000000
493,171431406,13.390000000
494,171431421,13.270000000
495,171431437,13.218000000
496,171431437,13.189000000
497,171431453,13.192000000
498,171431468,13.434000000
499,171431484,13.297000000
500,171431500,13.186000000
501,171431515,13.169000000
502,171431531,13.102000000
503,171431546,13.236000000
504,171431546,13.283000000
505,171431562,13.263000000
506,171431578,13.264000000
507,171431593,13.171000000
508,171431609,13.163000000
509,171431625,13.280000000
510,171431640,13.247000000
511,171431656,13.176000000
512,171431656,13.313000000
513,171431671,13.347000000
514,171431687,13.177000000
515,171431703,13.237000000
516,171431718,13.157000000
517,171431734,12.996000000
518,171431750,13.258000000
519,171431765,13.242000000
520,171431765,13.058000000
521,171431781,13.204000000
522,171431796,13.448000000
523,171431812,13.180000000
524,171431828,13.127000000
525,171431843,13.135000000
526,171431859,13.174000000
527,171431859,13.203000000
528,171431875,13.281000000
529,171431890,13.433000000
530,171431906,13.422000000
531,171431921,13.159000000
532,171431937,13.322000000
533,171431953,13.121000000
534,171431968,13.273000000
535,171431984,13.201000000
536,171431984,13.261000000
537,171432000,13.152000000
538,171432015,13.139000000
539,171432031,13.273000000
540,171432046,13.229000000
541,171432062,13.160000000
542,171432078,13.212000000
543,171432078,13.184000000
544,171432093,13.381000000
545,171432109,13.274000000
546,171432125,13.337000000
547,171432140,13.214000000
548,171432156,13.251000000
549,171432171,13.287000000
550,171432187,13.187000000
551,171432187,13.133000000
552,171432203,13.120000000
553,171432218,13.437000000
554,171432234,13.325000000
555,171432250,13.183000000
556,171432265,13.250000000
557,171432281,13.144000000
558,171432296,13.097000000
559,171432296,13.347000000
560,171432312,13.075000000
561,171432328,13.177000000
562,171432343,13.302000000
563,171432359,13.295000000
564,171432375,13.310000000
565,171432390,13.062000000
566,171432406,13.293000000
567,171432406,13.221000000
568,171432421,13.167000000
569,171432437,13.083000000
570,171432453,13.378000000
571,171432468,13.402000000
572,171432484,13.082000000
573,171432500,13.251000000
574,171432515,13.184000000
575,171432515,13.177000000
576,171432531,13.354000000
577,171432546,13.309000000
578,171432562,13.149000000
579,171432578,13.241000000
580,171432593,13.393000000
581,171432609,13.112000000
582,171432625,13.194000000
583,171432625,13.376000000
584,171432640,13.069000000
585,171432656,13.382000000
586,171432671,13.233000000
587,171432687,13.248000000
588,171432703,13.309000000
589,171432718,13.141000000
590,171432734,13.164000000
591,171432734,13.147000000
592,171432750,13.211000000
593,171432765,13.217000000
594,171432781,13.323000000
595,171432796,13.197000000
596,171432812,13.235000000
597,171432828,13.319000000
598,171432843,13.314000000
599,171432843,13.231000000
600,171432859,13.291000000
601,171432875,13.291000000
602,171432890,13.390000000
603,171432906,13.211000000
604,171432921,13.348000000
605,171432937,13.254000000
606,171432953,13.239000000
607,171432953,13.186000000
608,171432968,13.300000000
609,171432984,13.105000000
610,171433000,13.089000000
611,171433015,13.185000000
612,171433031,13.230000000
613,171433046,13.201000000
614,171433062,13.252000000
615,171433062,13.146000000
616,171433078,13.242000000
617,171433093,13.295000000
618,171433109,13.340000000
619,171433125,13.463000000
620,171433140,13.341000000
621,171433156,13.263000000
622,171433171,13.167000000
623,171433171,13.142000000
624,171433187,13.280000000
625,171433203,13.274000000
626,171433218,13.203000000
627,171433234,13.208000000
628,171433250,13.243000000
629,171433265,13.278000000
630,171433281,13.138000000
631,171433281,13.195000000
632,171433296,13.294000000
633,171433312,13.303000000
634,171433328,13.299000000
635,171433343,13.250000000
636,171433359,13.148000000
637,171433375,13.084000000
638,171433375,13.177000000
639,171433390,13.241000000
640,171433406,13.294000000
641,171433421,13.094000000
642,171433437,13.375000000
643,171433453,13.297000000
644,171433468,13.248000000
645,171433484,13.174000000
646,171433484,13.132000000
647,171433500,13.071000000
648,171433515,13.320000000
649,171433531,13.200000000
650,171433546,13.239000000
651,171433562,13.137000000
652,171433578,13.188000000
653,171433593,13.179000000
654,171433593,13.122000000
655,171433609,13.199000000
656,171433625,13.299000000
657,171433640,13.250000000
658,171433656,13.369000000
659,171433671,13.504000000
660,171433687,13.165000000
661,171433703,13.160000000
662,171433703,13.348000000
663,171433718,13.207000000
664,171433734,13.187000000
665,171433750,13.168000000
666,171433765,13.408000000
667,171433781,13.077000000
668,171433796,13.068000000
669,171433812,13.311000000
670,171433812,13.268000000
671,171433828,13.277000000
672,171433843,13.401000000
673,171433859,13.178000000
674,171433875,13.236000000
675,171433890,13.230000000
676,171433906,13.247000000
677,171433921,13.287000000
678,171433921,13.227000000
679,171433937,13.255000000
680,171433953,13.199000000
681,171433968,13.109000000
682,171433984,13.266000000
683,171434000,13.228000000
684,171434015,13.195000000
685,171434015,13.211000000
686,171434031,13.270000000
687,171434046,13.252000000
688,171434062,13.207000000
689,171434078,13.280000000
690,171434093,13.303000000
691,171434109,13.191000000
692,171434125,13.488000000
693,171434125,13.124000000
694,171434140,13.192000000
695,171434156,13.277000000
696,171434171,13.277000000
697,171434187,13.129000000
698,171434203,13.174000000
699,171434218,13.285000000
700,171434234,13.245000000
701,171434234,13.139000000
702,171434250,13.288000000
703,171434265,13.258000000
704,171434281,13.342000000
705,171434296,13.261000000
706,171434312,13.258000000
707,171434328,13.347000000
708,171434343,13.242000000
709,171434343,13.193000000
710,171434359,13.457000000
711,171434375,13.135000000
712,171434390,13.193000000
713,171434406,13.344000000
714,171434421,13.344000000
715,171434437,13.189000000
716,171434453,13.167000000
717,171434453,13.363000000
718,171434468,13.261000000
719,171434484,13.273000000
720,171434500,13.362000000
721,171434515,13.371000000
722,171434531,13.283000000
723,171434546,13.281000000
724,171434562,13.324000000
725,171434562,13.201000000
726,171434578,13.328000000
727,171434593,13.420000000
728,171434609,13.268000000
729,171434625,13.219000000
730,171434640,13.392000000
731,171434656,13.402000000
732,171434671,13.235000000
733,171434671,13.269000000
734,171434687,13.330000000
735,171434703,13.259000000
736,171434718,13.304000000
737,171434734,13.282000000
738,171434750,13.231000000
739,171434765,13.225000000
740,171434781,13.187000000
741,171434796,13.307000000
742,171434796,13.289000000
743,171434812,13.397000000
744,171434828,13.282000000
745,171434843,13.107000000
746,171434859,13.259000000
747,171434875,13.302000000
748,171434890,13.214000000
749,171434906,13.299000000
750,171434906,13.071000000
751,171434921,13.291000000
752,171434937,13.271000000
753,171434953,13.126000000
754,171434968,13.161000000
755,171434984,13.305000000
756,171435000,13.210000000
757,171435000,13.223000000
758,171435015,13.325000000
759,171435031,13.251000000
760,171435046,13.233000000
761,171435062,13.213000000
762,171435078,13.233000000
763,171435093,13.215000000
764,171435109,13.234000000
765,171435109,13.241000000
766,171435125,13.161000000
767,171435140,13.187000000
768,171435156,13.214000000
769,171435171,13.162000000
770,171435187,13.132000000
771,171435203,13.308000000
772,171435218,13.293000000
773,171435218,13.318000000
774,171435234,13.156000000
775,171435250,13.247000000
776,171435265,13.235000000
777,171435281,13.247000000
778,171435296,13.382000000
779,171435312,13.455000000
780,171435328,13.181000000
781,171435343,13.336000000
782,171435343,13.264000000
783,171435359,13.203000000
784,171435375,13.240000000
785,171435390,13.247000000
786,171435406,13.210000000
787,171435421,13.123000000
788,171435437,13.253000000
789,171435453,13.342000000
790,171435453,13.165000000
791,171435468,13.160000000
792,171435484,13.334000000
793,171435500,13.210000000
794,171435515,13.242000000
795,171435531,13.539000000
796,171435546,13.229000000
797,171435546,13.108000000
798,171435562,13.134000000
799,171435578,13.446000000
800,171435593,13.264000000
801,171435609,13.194000000
802,171435625,13.265000000
803,171435640,13.737000000
804,171435656,13.170000000
805,171435656,13.253000000
806,171435671,13.294000000
807,171435687,13.090000000
808,171435703,13.235000000
809,171435718,13.505000000
810,171435734,13.094000000
811,171435750,13.235000000
812,171435765,13.305000000
813,171435765,13.449000000
814,171435781,13.209000000
815,171435796,13.314000000
816,171435812,13.261000000
817,171435828,13.343000000
818,171435843,13.196000000
819,171435859,13.260000000
820,171435875,13.294000000
821,171435890,13.220000000
822,171435890,13.311000000
823,171435906,13.279000000
824,171435921,13.073000000
825,171435937,13.262000000
826,171435953,13.345000000
827,171435968,13.269000000
828,171435984,13.266000000
829,171436000,13.354000000
830,171436000,13.353000000
831,171436015,13.263000000
832,171436031,13.297000000
833,171436046,13.206000000
834,171436062,13.155000000
835,171436078,13.346000000
836,171436093,13.296000000
837,171436109,13.394000000
838,171436109,13.246000000
839,171436125,13.480000000
840,171436140,13.238000000
841,171436156,13.161000000
842,171436171,13.393000000
843,171436187,13.255000000
844,171436203,13.260000000
845,171436218,13.117000000
846,171436218,13.227000000
847,171436234,13.233000000
848,171436250,13.220000000
849,171436265,13.217000000
850,171436281,13.287000000
851,171436296,13.390000000
852,171436312,13.255000000
853,171436328,13.239000000
854,171436328,13.328000000
855,171436343,13.342000000
856,171436359,13.319000000
857,171436375,13.400000000
858,171436390,13.352000000
859,171436406,13.542000000
860,171436421,13.285000000
861,171436437,13.178000000
862,171436437,13.237000000
863,171436453,13.216000000
864,171436468,13.327000000
865,171436484,13.448000000
866,171436500,13.644000000
867,171436515,13.299000000
868,171436531,13.439000000
869,171436546,13.208000000
870,171436546,13.281000000
871,171436562,13.343000000
872,171436578,13.219000000
873,171436593,13.308000000
874,171436609,13.503000000
875,171436625,13.304000000
876,171436640,13.106000000
877,171436656,13.247000000
878,171436656,13.169000000
879,171436671,13.288000000
880,171436687,13.265000000
881,171436703,13.396000000
882,171436718,13.196000000
883,171436734,13.318000000
884,171436750,13.326000000
885,171436765,13.400000000
886,171436765,13.190000000
887,171436781,13.202000000
888,171436796,13.286000000
889,171436812,13.291000000
890,171436828,13.192000000
891,171436843,13.191000000
892,171436859,13.185000000
893,171436875,13.267000000
894,171436875,13.275000000
895,171436890,13.508000000
896,171436906,13.179000000
897,171436921,13.305000000
898,171436937,13.277000000
899,171436953,13.275000000
900,171436968,13.292000000
901,171436984,13.250000000
902,171436984,13.290000000
903,171437000,13.258000000
904,171437015,13.071000000
905,171437031,13.253000000
906,171437046,13.108000000
907,171437062,13.283000000
908,171437078,13.504000000
909,171437093,13.376000000
910,171437093,13.265000000
911,171437109,13.111000000
912,171437125,13.275000000
913,171437140,13.083000000
914,171437156,13.122000000
915,171437171,13.208000000
916,171437187,13.164000000
917,171437203,13.212000000
918,171437203,13.156000000
919,171437218,13.218000000
920,171437234,13.169000000
921,171437250,13.279000000
922,171437265,13.288000000
923,171437281,13.187000000
924,171437296,13.335000000
925,171437312,13.379000000
926,171437312,13.305000000
927,171437328,13.180000000
928,171437343,13.170000000
929,171437359,13.340000000
930,171437375,13.205000000
931,171437390,13.294000000
932,171437406,13.337000000
933,171437421,13.392000000
934,171437421,13.132000000
935,171437437,13.276000000
936,171437453,13.312000000
937,171437468,13.058000000
938,171437484,13.221000000
939,171437500,13.311000000
940,171437515,13.184000000
941,171437531,13.204000000
942,171437531,13.365000000
943,171437546,13.404000000
944,171437562,13.443000000
945,171437578,13.299000000
946,171437593,13.234000000
947,171437609,13.239000000
948,171437625,13.178000000
949,171437640,13.357000000
950,171437640,13.379000000
951,171437656,13.165000000
952,171437671,13.177000000
953,171437687,13.290000000
954,171437703,13.175000000
955,171437718,13.159000000
956,171437734,13.159000000
957,171437750,13.498000000
958,171437750,13.177000000
959,171437765,13.191000000
960,171437781,13.388000000
961,171437796,13.097000000
962,171437812,13.132000000
963,171437828,13.310000000
964,171437843,15.223000000
965,171437859,13.063000000
966,171437875,13.438000000
967,171437875,13.245000000
968,171437890,13.363000000
969,171437906,13.250000000
970,171437921,13.290000000
971,171437937,13.243000000
972,171437953,13.286000000
973,171437968,13.246000000
974,171437984,13.249000000
975,171437984,13.099000000
976,171438000,13.237000000
977,171438015,13.426000000
978,171438031,13.228000000
979,171438046,13.233000000
980,171438062,13.211000000
981,171438078,13.234000000
982,171438093,13.346000000
983,171438093,13.203000000
984,171438109,13.228000000
985,171438125,13.258000000
986,171438140,13.329000000
987,171438156,13.249000000
988,171438171,13.215000000
989,171438187,13.318000000
990,171438203,13.488000000
991,171438203,13.249000000
992,171438218,13.256000000
993,171438234,13.237000000
994,171438250,13.367000000
995,171438265,13.250000000
996,171438281,13.159000000
997,171438296,13.309000000
998,171438312,13.301000000
999,171438312,13.269000000
