repeat,candidate,slot,mode,frames,ms,target_calls,replaced
0,4,0,0,200,11.560210000,1600,0
0,4,1,4,200,11.500875000,1600,1600
0,4,2,4,200,11.504280000,1600,1600
0,4,3,0,200,11.610575000,1600,0
1,4,0,0,200,11.624670000,1600,0
1,4,1,4,200,11.540860000,1600,1600
1,4,2,4,200,11.553510000,1600,1600
1,4,3,0,200,11.661225000,1600,0
2,4,0,0,200,11.659590000,1600,0
2,4,1,4,200,11.568070000,1600,1600
2,4,2,4,200,11.581725000,1600,1600
2,4,3,0,200,11.686915000,1600,0
