mode,slot,candidate,launches,mean_us,byte_diff,checked_bytes,start_ms,end_ms
4,0,0,194,1085.417525773,0,18432000,271407406,271407609
4,1,1,177,1116.762711864,0,18432000,271407718,271407921
4,2,1,177,1107.564971751,0,18432000,271408015,271408203
4,3,0,176,1116.960227273,0,18432000,271408312,271408500
4,4,0,178,1108.601123596,0,18432000,271408609,271408796
4,5,1,178,1108.342696629,0,18432000,271408906,271409093
4,6,1,178,1108.584269663,0,18432000,271409203,271409406
4,7,0,177,1109.169491525,0,18432000,271409500,271409703
