variant,slot,mode,frames,mean_ms,bitdiff,replacements,start_ms,end_ms
1,0,0,200,17.846395000,0,0,212732062,212735640
1,1,1,200,17.868430000,0,3200,212736359,212739937
1,2,1,200,17.911335000,0,3200,212740656,212744234
1,3,0,200,17.940080000,0,0,212744968,212748546
1,4,0,200,17.915680000,0,0,212749281,212752859
1,5,1,200,17.950790000,0,3200,212753578,212757171
1,6,1,200,17.932995000,0,3200,212757890,212761484
1,7,0,200,17.966560000,0,0,212762203,212765796
