test,slot,mode,frames,wall_ms,bitdiff,calls,perframe,start_ms,end_ms
1,0,0,160,16.895125000,0,0,218,323458546,323461250
1,1,1,160,16.892987500,0,34880,218,323461765,323464468
1,2,1,160,16.921481250,0,34880,218,323464984,323467687
1,3,0,160,16.970012500,0,0,218,323468203,323470921
1,4,0,160,16.976218750,0,0,218,323471421,323474140
1,5,1,160,16.937387500,0,34880,218,323474656,323477375
1,6,1,160,16.961537500,0,34880,218,323477890,323480593
1,7,0,160,16.991000000,0,0,218,323481109,323483828
2,0,0,160,17.019581250,0,0,218,323484343,323487078
2,1,2,160,16.985700000,0,34880,218,323487593,323490312
2,2,2,160,16.983568750,0,34880,218,323490828,323493546
2,3,0,160,17.049656250,0,0,218,323494062,323496781
2,4,0,160,17.053025000,0,0,218,323497312,323500031
2,5,2,160,17.050987500,0,34880,218,323500546,323503281
2,6,2,160,17.045006250,0,34880,218,323503796,323506531
2,7,0,160,17.044031250,0,0,218,323507046,323509781
3,0,0,160,17.093831250,0,0,218,323510296,323513031
3,1,3,160,17.065718750,0,34880,218,323513546,323516281
3,2,3,160,17.046987500,0,34880,218,323516796,323519531
3,3,0,160,17.094443750,0,0,218,323520046,323522781
3,4,0,160,17.086525000,0,0,218,323523296,323526031
3,5,3,160,17.061468750,0,34880,218,323526546,323529281
3,6,3,160,17.077293750,0,34880,218,323529796,323532531
3,7,0,160,17.103581250,0,0,218,323533046,323535796
