phase,comparison,slot,original,repeats,launches,mean_us,byte_diff,checked_bytes
input,0,0,1,1,128,1681.203125000,0,141557760
input,0,1,0,1,124,1742.193548387,0,141557760
input,0,2,0,1,126,1742.349206349,0,141557760
input,0,3,1,1,131,1701.877862595,0,141557760
input,1,0,0,1,131,1723.297709924,0,141557760
input,1,1,0,2,110,2004.090909091,0,141557760
input,1,2,0,2,108,2000.620370370,0,141557760
input,1,3,0,1,125,1756.368000000,0,141557760
input,2,0,0,1,126,1742.349206349,0,141557760
input,2,1,0,4,85,2574.741176471,0,141557760
input,2,2,0,4,85,2580.776470588,0,141557760
input,2,3,0,1,132,1752.628787879,0,141557760
tail,0,0,1,1,129,1699.527131783,0,141557760
tail,0,1,0,1,132,1674.507575758,0,141557760
tail,0,2,0,1,131,1675.992366412,0,141557760
tail,0,3,1,1,133,1717.285714286,0,141557760
tail,1,0,0,1,131,1672.824427481,0,141557760
tail,1,1,0,2,119,1813.100840336,0,141557760
tail,1,2,0,2,117,1828.102564103,0,141557760
tail,1,3,0,1,130,1675.869230769,0,141557760
tail,2,0,0,1,115,1674.295652174,0,141557760
tail,2,1,0,4,102,2145.352941176,0,141557760
tail,2,2,0,4,103,2146.961165049,0,141557760
tail,2,3,0,1,131,1676.824427481,0,141557760
