mode,slot,candidate,launches,mean_us,byte_diff,checked_bytes,start_ms,end_ms
4,0,0,177,1110.943502825,0,98304000,271397109,271397296
4,1,1,190,1130.294736842,0,98304000,271397437,271397656
4,2,1,194,1133.036082474,0,98304000,271397781,271398000
4,3,0,193,1135.632124352,0,98304000,271398125,271398359
4,4,0,193,1135.772020725,0,98304000,271398484,271398703
4,5,1,194,1133.963917526,0,98304000,271398828,271399046
4,6,1,194,1134.381443299,0,98304000,271399187,271399406
4,7,0,190,1136.936842105,0,98304000,271399531,271399750
