mode,slot,candidate,launches,mean_us,byte_diff,checked_bytes,start_ms,end_ms
3,0,0,622,240.848874598,0,25235456,271388578,271388718
3,1,1,735,254.151020408,0,25235456,271388796,271388984
3,2,1,730,254.812328767,0,25235456,271389046,271389234
3,3,0,662,254.299093656,0,25235456,271389296,271389453
3,4,0,816,253.691176471,0,25235456,271389531,271389734
3,5,1,733,254.763983629,0,25235456,271389796,271389984
3,6,1,730,255.168493151,0,25235456,271390046,271390234
3,7,0,786,254.472010178,0,25235456,271390312,271390500
