repeat,candidate,slot,mode,frames,ms,target_calls,replaced
0,3,0,0,80,11.540325000,2880,0
0,3,1,3,80,11.804062500,2880,1280
0,3,2,3,80,11.834325000,2880,1280
0,3,3,0,80,11.676700000,2880,0
0,4,0,0,80,11.672100000,2880,0
0,4,1,4,80,11.540125000,2880,2880
0,4,2,4,80,11.521875000,2880,2880
0,4,3,0,80,11.713787500,2880,0
