kind,repeat,target,slot,active,frames,ms,hits_per_frame,bitdiff
cand,0,5,0,0,200,14.892230500,0.000,0
cand,0,5,1,1,200,14.921589500,1.000,0
cand,0,5,2,1,200,14.910386000,1.000,0
cand,0,5,3,0,200,14.931390500,0.000,0
cand,1,5,0,0,200,14.965067500,0.000,0
cand,1,5,1,1,200,14.935308500,1.000,0
cand,1,5,2,1,200,14.918199000,1.000,0
cand,1,5,3,0,200,14.988097000,0.000,0
cand,2,5,0,0,200,14.961694500,0.000,0
cand,2,5,1,1,200,14.942118500,1.000,0
cand,2,5,2,1,200,14.944668500,1.000,0
cand,2,5,3,0,200,14.978285500,0.000,0
