kind,repeat,target,slot,active,frames,ms,hits_per_frame,bitdiff
cand,0,4,0,0,200,10.555792000,0.000,0
cand,0,4,1,1,200,10.551918500,16.000,0
cand,0,4,2,1,200,10.565658500,16.000,0
cand,0,4,3,0,200,10.592120500,0.000,0
cand,1,4,0,0,200,10.616005000,0.000,0
cand,1,4,1,1,200,10.592979500,16.000,0
cand,1,4,2,1,200,10.600594500,16.000,0
cand,1,4,3,0,200,10.654809500,0.000,0
cand,2,4,0,0,200,10.657360500,0.000,0
cand,2,4,1,1,200,10.684833000,16.000,0
cand,2,4,2,1,200,10.665050000,16.000,0
cand,2,4,3,0,200,10.704865000,0.000,0
