kind,repeat,target,slot,active,frames,ms,hits_per_frame,bitdiff
cand,0,3,0,0,200,10.659594000,0.000,0
cand,0,3,1,1,200,10.712278500,8.000,0
cand,0,3,2,1,200,10.708724500,8.000,0
cand,0,3,3,0,200,10.738479500,0.000,0
cand,1,3,0,0,200,10.778474500,0.000,0
cand,1,3,1,1,200,10.681427500,8.000,0
cand,1,3,2,1,200,10.678600500,8.000,0
cand,1,3,3,0,200,10.711139500,0.000,0
cand,2,3,0,0,200,10.772179000,0.000,0
cand,2,3,1,1,200,10.729276500,8.000,0
cand,2,3,2,1,200,10.745872000,8.000,0
cand,2,3,3,0,200,10.779762000,0.000,0
