kind,repeat,target,slot,active,frames,ms,hits_per_frame,bitdiff
cand,0,3,0,0,200,14.986263000,0.000,0
cand,0,3,1,1,200,15.026937500,8.000,0
cand,0,3,2,1,200,15.021276000,8.000,0
cand,0,3,3,0,200,15.017850000,0.000,0
cand,1,3,0,0,200,14.992814000,0.000,0
cand,1,3,1,1,200,15.015510000,8.000,0
cand,1,3,2,1,200,15.042034000,8.000,0
cand,1,3,3,0,200,15.040692500,0.000,0
cand,2,3,0,0,200,15.025138500,0.000,0
cand,2,3,1,1,200,15.052713000,8.000,0
cand,2,3,2,1,200,15.064822000,8.000,0
cand,2,3,3,0,200,15.064073000,0.000,0
