kind,repeat,target,slot,active,frames,ms,hits_per_frame,bitdiff
cand,0,1,0,0,200,15.016351500,0.000,0
cand,0,1,1,1,200,15.112401500,8.000,0
cand,0,1,2,1,200,15.128065500,8.000,0
cand,0,1,3,0,200,15.026387000,0.000,0
cand,1,1,0,0,200,15.028251000,0.000,0
cand,1,1,1,1,200,15.105920000,8.000,0
cand,1,1,2,1,200,15.115646500,8.000,0
cand,1,1,3,0,200,15.057655500,0.000,0
cand,2,1,0,0,200,15.078368000,0.000,0
cand,2,1,1,1,200,15.165132000,8.000,0
cand,2,1,2,1,200,15.171713000,8.000,0
cand,2,1,3,0,200,15.098651000,0.000,0
