kind,repeat,target,slot,active,frames,ms,hits_per_frame,bitdiff
cand,0,4,0,0,200,14.883440000,0.000,0
cand,0,4,1,1,200,14.900490500,16.000,0
cand,0,4,2,1,200,14.908621000,16.000,0
cand,0,4,3,0,200,14.911384500,0.000,0
cand,1,4,0,0,200,14.919964500,0.000,0
cand,1,4,1,1,200,14.902024000,16.000,0
cand,1,4,2,1,200,14.953764000,16.000,0
cand,1,4,3,0,200,14.939645500,0.000,0
cand,2,4,0,0,200,14.948216500,0.000,0
cand,2,4,1,1,200,14.927430500,16.000,0
cand,2,4,2,1,200,14.977563500,16.000,0
cand,2,4,3,0,200,14.980794000,0.000,0
