kind,repeat,target,slot,active,frames,ms,hits_per_frame,bitdiff
cand,0,2,0,0,200,10.610330500,0.000,0
cand,0,2,1,1,200,10.644840000,16.000,0
cand,0,2,2,1,200,10.630826500,16.000,0
cand,0,2,3,0,200,10.669954500,0.000,0
cand,1,2,0,0,200,10.690892500,0.000,0
cand,1,2,1,1,200,10.662413000,16.000,0
cand,1,2,2,1,200,10.687698500,16.000,0
cand,1,2,3,0,200,10.694292000,0.000,0
cand,2,2,0,0,200,10.695608500,0.000,0
cand,2,2,1,1,200,10.688753500,16.000,0
cand,2,2,2,1,200,10.712545500,16.000,0
cand,2,2,3,0,200,10.728290500,0.000,0
