kind,repeat,target,slot,active,frames,ms,hits_per_frame,bitdiff
dup,0,mh_ffn_fused_c256,0,0,150,10.698444000,0.000,0
dup,0,mh_ffn_fused_c256,1,1,150,11.641772000,16.000,0
dup,0,mh_ffn_fused_c256,2,1,150,11.649708667,16.000,0
dup,0,mh_ffn_fused_c256,3,0,150,10.718044000,0.000,0
dup,0,vit_expand_blocked_fp8_frag_bytein$,0,0,150,10.744004667,0.000,0
dup,0,vit_expand_blocked_fp8_frag_bytein$,1,1,150,10.963739333,8.000,0
dup,0,vit_expand_blocked_fp8_frag_bytein$,2,1,150,10.976306667,8.000,0
dup,0,vit_expand_blocked_fp8_frag_bytein$,3,0,150,10.753668667,0.000,0
dup,0,vit_contract_blocked_fp8_frag$,0,0,150,10.797357333,0.000,0
dup,0,vit_contract_blocked_fp8_frag$,1,1,150,11.000603333,8.000,0
dup,0,vit_contract_blocked_fp8_frag$,2,1,150,10.984848000,8.000,0
dup,0,vit_contract_blocked_fp8_frag$,3,0,150,10.809981333,0.000,0
dup,0,vit_qkv_project_normalize_fused_f16compact_fp8_frag$,0,0,150,10.813104667,0.000,0
dup,0,vit_qkv_project_normalize_fused_f16compact_fp8_frag$,1,1,150,11.148152000,8.000,0
dup,0,vit_qkv_project_normalize_fused_f16compact_fp8_frag$,2,1,150,11.142652000,8.000,0
dup,0,vit_qkv_project_normalize_fused_f16compact_fp8_frag$,3,0,150,10.815219333,0.000,0
dup,0,vit_project_frag$,0,0,150,10.837140000,0.000,0
dup,0,vit_project_frag$,1,1,150,11.055108667,8.000,0
dup,0,vit_project_frag$,2,1,150,11.064622000,8.000,0
dup,0,vit_project_frag$,3,0,150,10.841566000,0.000,0
dup,0,vit_attention_fused,0,0,150,10.816603333,0.000,0
dup,0,vit_attention_fused,1,1,150,11.213752667,8.000,0
dup,0,vit_attention_fused,2,1,150,11.201863333,8.000,0
dup,0,vit_attention_fused,3,0,150,10.870255333,0.000,0
dup,0,decoder_project2x_h16w,0,0,150,10.844575333,0.000,0
dup,0,decoder_project2x_h16w,1,1,150,11.180578000,5.000,0
dup,0,decoder_project2x_h16w,2,1,150,11.212470000,5.000,0
dup,0,decoder_project2x_h16w,3,0,150,10.856651333,0.000,0
dup,0,mh_pool_project,0,0,150,10.912674667,0.000,0
dup,0,mh_pool_project,1,1,150,11.018114000,5.000,0
dup,0,mh_pool_project,2,1,150,11.057206667,5.000,0
dup,0,mh_pool_project,3,0,150,10.877582000,0.000,0
dup,0,split_ffn_fused_fp8_t8$,0,0,150,10.878844000,0.000,0
dup,0,split_ffn_fused_fp8_t8$,1,1,150,11.111567333,13.000,0
dup,0,split_ffn_fused_fp8_t8$,2,1,150,11.119790667,13.000,0
dup,0,split_ffn_fused_fp8_t8$,3,0,150,10.861298000,0.000,0
dup,0,split_projection_frag$,0,0,150,10.851664000,0.000,0
dup,0,split_projection_frag$,1,1,150,11.066708000,13.000,0
dup,0,split_projection_frag$,2,1,150,11.054254667,13.000,0
dup,0,split_projection_frag$,3,0,150,10.888448000,0.000,0
dup,0,mh_shift_pack$,0,0,150,10.864723333,0.000,0
dup,0,mh_shift_pack$,1,1,150,10.967736000,13.000,0
dup,0,mh_shift_pack$,2,1,150,10.982900000,13.000,0
dup,0,mh_shift_pack$,3,0,150,10.831368667,0.000,0
dup,0,vit_pack_input$,0,0,150,10.837716667,0.000,0
dup,0,vit_pack_input$,1,1,150,10.832414000,8.000,0
dup,0,vit_pack_input$,2,1,150,10.845204667,8.000,0
dup,0,vit_pack_input$,3,0,150,10.833602000,0.000,0
dup,1,mh_ffn_fused_c256,0,0,150,10.843710000,0.000,0
dup,1,mh_ffn_fused_c256,1,1,150,11.752584000,16.000,0
dup,1,mh_ffn_fused_c256,2,1,150,11.763423333,16.000,0
dup,1,mh_ffn_fused_c256,3,0,150,10.847268667,0.000,0
dup,1,vit_expand_blocked_fp8_frag_bytein$,0,0,150,10.837629333,0.000,0
dup,1,vit_expand_blocked_fp8_frag_bytein$,1,1,150,11.056661333,8.000,0
dup,1,vit_expand_blocked_fp8_frag_bytein$,2,1,150,11.059349333,8.000,0
dup,1,vit_expand_blocked_fp8_frag_bytein$,3,0,150,10.835340667,0.000,0
dup,1,vit_contract_blocked_fp8_frag$,0,0,150,10.853618000,0.000,0
dup,1,vit_contract_blocked_fp8_frag$,1,1,150,11.039380667,8.000,0
dup,1,vit_contract_blocked_fp8_frag$,2,1,150,11.035708000,8.000,0
dup,1,vit_contract_blocked_fp8_frag$,3,0,150,10.851189333,0.000,0
dup,1,vit_qkv_project_normalize_fused_f16compact_fp8_frag$,0,0,150,10.848630000,0.000,0
dup,1,vit_qkv_project_normalize_fused_f16compact_fp8_frag$,1,1,150,11.209450000,8.000,0
dup,1,vit_qkv_project_normalize_fused_f16compact_fp8_frag$,2,1,150,11.194246000,8.000,0
dup,1,vit_qkv_project_normalize_fused_f16compact_fp8_frag$,3,0,150,10.858283333,0.000,0
dup,1,vit_project_frag$,0,0,150,10.849778667,0.000,0
dup,1,vit_project_frag$,1,1,150,11.109833333,8.000,0
dup,1,vit_project_frag$,2,1,150,11.104267333,8.000,0
dup,1,vit_project_frag$,3,0,150,10.861680000,0.000,0
dup,1,vit_attention_fused,0,0,150,10.860551333,0.000,0
dup,1,vit_attention_fused,1,1,150,11.214914000,8.000,0
dup,1,vit_attention_fused,2,1,150,11.216784667,8.000,0
dup,1,vit_attention_fused,3,0,150,10.867623333,0.000,0
dup,1,decoder_project2x_h16w,0,0,150,10.852568000,0.000,0
dup,1,decoder_project2x_h16w,1,1,150,11.188212667,5.000,0
dup,1,decoder_project2x_h16w,2,1,150,11.195774000,5.000,0
dup,1,decoder_project2x_h16w,3,0,150,10.863422667,0.000,0
dup,1,mh_pool_project,0,0,150,10.865843333,0.000,0
dup,1,mh_pool_project,1,1,150,11.005414000,5.000,0
dup,1,mh_pool_project,2,1,150,11.027714000,5.000,0
dup,1,mh_pool_project,3,0,150,10.858994000,0.000,0
dup,1,split_ffn_fused_fp8_t8$,0,0,150,10.862988667,0.000,0
dup,1,split_ffn_fused_fp8_t8$,1,1,150,11.092248667,13.000,0
dup,1,split_ffn_fused_fp8_t8$,2,1,150,11.089058667,13.000,0
dup,1,split_ffn_fused_fp8_t8$,3,0,150,10.852092000,0.000,0
dup,1,split_projection_frag$,0,0,150,10.853297333,0.000,0
dup,1,split_projection_frag$,1,1,150,11.033062000,13.000,0
dup,1,split_projection_frag$,2,1,150,11.026178667,13.000,0
dup,1,split_projection_frag$,3,0,150,10.855432000,0.000,0
dup,1,mh_shift_pack$,0,0,150,10.907741333,0.000,0
dup,1,mh_shift_pack$,1,1,150,11.016446000,13.000,0
