kind,repeat,target,slot,active,frames,ms,hits_per_frame,bitdiff
cand,0,6,0,0,200,15.006951500,0.000,0
cand,0,6,1,1,200,14.775611000,8.000,0
cand,0,6,2,1,200,14.797387000,8.000,0
cand,0,6,3,0,200,15.096804500,0.000,0
cand,0,8,0,0,200,15.107608000,0.000,0
cand,0,8,1,1,200,15.261158500,5.000,0
cand,0,8,2,1,200,15.274426500,5.000,0
cand,0,8,3,0,200,15.155697000,0.000,0
cand,0,10,0,0,200,15.185604500,0.000,0
cand,0,10,1,1,200,15.033897500,13.000,0
cand,0,10,2,1,200,15.051105500,13.000,0
cand,0,10,3,0,200,15.192975000,0.000,0
cand,1,6,0,0,200,15.209006500,0.000,0
cand,1,6,1,1,200,14.906849000,8.000,0
cand,1,6,2,1,200,14.932084000,8.000,0
cand,1,6,3,0,200,15.228556500,0.000,0
cand,1,8,0,0,200,15.241196500,0.000,0
cand,1,8,1,1,200,15.384795500,5.000,0
cand,1,8,2,1,200,15.376967500,5.000,0
cand,1,8,3,0,200,15.259908000,0.000,0
cand,1,10,0,0,200,15.265172000,0.000,0
cand,1,10,1,1,200,15.116898500,13.000,0
cand,1,10,2,1,200,15.111557000,13.000,0
cand,1,10,3,0,200,15.270789000,0.000,0
cand,2,6,0,0,200,15.256274000,0.000,0
cand,2,6,1,1,200,14.960293000,8.000,0
cand,2,6,2,1,200,14.953201000,8.000,0
cand,2,6,3,0,200,15.263432000,0.000,0
cand,2,8,0,0,200,15.260640000,0.000,0
cand,2,8,1,1,200,15.403799000,5.000,0
cand,2,8,2,1,200,15.395263000,5.000,0
cand,2,8,3,0,200,15.236226500,0.000,0
cand,2,10,0,0,200,15.249265500,0.000,0
cand,2,10,1,1,200,15.085955000,13.000,0
cand,2,10,2,1,200,15.093539500,13.000,0
cand,2,10,3,0,200,15.259912000,0.000,0
