kind,repeat,target,slot,active,frames,ms,hits_per_frame,bitdiff
cand,0,2,0,0,200,15.014685000,0.000,0
cand,0,2,1,1,200,15.132761000,8.000,0
cand,0,2,2,1,200,15.152609500,8.000,0
cand,0,2,3,0,200,15.123876000,0.000,0
cand,1,2,0,0,200,15.120223000,0.000,0
cand,1,2,1,1,200,15.191876000,8.000,0
cand,1,2,2,1,200,15.221339000,8.000,0
cand,1,2,3,0,200,15.166834000,0.000,0
cand,2,2,0,0,200,15.191623500,0.000,0
cand,2,2,1,1,200,15.260106000,8.000,0
cand,2,2,2,1,200,15.267600000,8.000,0
cand,2,2,3,0,200,15.218179000,0.000,0
