kind,repeat,target,slot,active,frames,ms,hits_per_frame,bitdiff
cand,0,6,0,0,200,10.846111500,0.000,0
cand,0,6,1,1,200,10.718174500,8.000,0
cand,0,6,2,1,200,10.704415000,8.000,0
cand,0,6,3,0,200,10.825932000,0.000,0
cand,0,8,0,0,200,10.822244500,0.000,0
cand,0,8,1,1,200,10.986694500,5.000,0
cand,0,8,2,1,200,10.943778500,5.000,0
cand,0,8,3,0,200,10.875395500,0.000,0
cand,0,10,0,0,200,10.841719500,0.000,0
cand,0,10,1,1,200,10.846755000,13.000,0
cand,0,10,2,1,200,10.840603000,13.000,0
cand,0,10,3,0,200,10.835452500,0.000,0
cand,1,6,0,0,200,10.851522500,0.000,0
cand,1,6,1,1,200,10.734791000,8.000,0
cand,1,6,2,1,200,10.736789000,8.000,0
cand,1,6,3,0,200,10.829328500,0.000,0
cand,1,8,0,0,200,10.843130500,0.000,0
cand,1,8,1,1,200,10.956585000,5.000,0
cand,1,8,2,1,200,10.955829500,5.000,0
cand,1,8,3,0,200,10.837149500,0.000,0
cand,1,10,0,0,200,10.846919000,0.000,0
cand,1,10,1,1,200,10.859835000,13.000,0
cand,1,10,2,1,200,10.854448500,13.000,0
cand,1,10,3,0,200,10.846437000,0.000,0
cand,2,6,0,0,200,10.853127500,0.000,0
cand,2,6,1,1,200,10.742925500,8.000,0
cand,2,6,2,1,200,10.739957500,8.000,0
cand,2,6,3,0,200,10.843701000,0.000,0
cand,2,8,0,0,200,10.858802000,0.000,0
cand,2,8,1,1,200,10.956871000,5.000,0
cand,2,8,2,1,200,10.965003500,5.000,0
cand,2,8,3,0,200,10.844859500,0.000,0
cand,2,10,0,0,200,10.853862500,0.000,0
cand,2,10,1,1,200,10.855104000,13.000,0
cand,2,10,2,1,200,10.865004000,13.000,0
cand,2,10,3,0,200,10.842897000,0.000,0
