kind,repeat,target,slot,active,frames,ms,hits_per_frame,bitdiff
cand,0,6,0,0,200,15.027874500,0.000,0
cand,0,6,1,1,200,14.800773000,8.000,0
cand,0,6,2,1,200,14.817167500,8.000,0
cand,0,6,3,0,200,15.122278000,0.000,0
cand,0,11,0,0,200,15.123094500,0.000,0
cand,0,11,1,1,200,14.926345500,8.000,0
cand,0,11,2,1,200,14.971562500,8.000,0
cand,0,11,3,0,200,15.185179000,0.000,0
cand,1,6,0,0,200,15.182507000,0.000,0
cand,1,6,1,1,200,14.924778000,8.000,0
cand,1,6,2,1,200,14.903274500,8.000,0
cand,1,6,3,0,200,15.197834000,0.000,0
cand,1,11,0,0,200,15.220894500,0.000,0
cand,1,11,1,1,200,15.003240500,8.000,0
cand,1,11,2,1,200,15.004913000,8.000,0
cand,1,11,3,0,200,15.243043000,0.000,0
cand,2,6,0,0,200,15.244531500,0.000,0
cand,2,6,1,1,200,14.934680000,8.000,0
cand,2,6,2,1,200,14.948790000,8.000,0
cand,2,6,3,0,200,15.237674000,0.000,0
cand,2,11,0,0,200,15.254226000,0.000,0
cand,2,11,1,1,200,15.026076500,8.000,0
cand,2,11,2,1,200,15.068987000,8.000,0
cand,2,11,3,0,200,15.322950000,0.000,0
