kind,repeat,target,slot,active,frames,ms,hits_per_frame,bitdiff
cand,0,2,0,0,200,10.797114000,0.000,0
cand,0,2,1,1,200,10.940435500,8.000,0
cand,0,2,2,1,200,10.926710000,8.000,0
cand,0,2,3,0,200,10.815932500,0.000,0
cand,1,2,0,0,200,10.822557000,0.000,0
cand,1,2,1,1,200,10.935600000,8.000,0
cand,1,2,2,1,200,10.932308500,8.000,0
cand,1,2,3,0,200,10.828862500,0.000,0
cand,2,2,0,0,200,10.823195000,0.000,0
cand,2,2,1,1,200,10.943230000,8.000,0
cand,2,2,2,1,200,10.993053000,8.000,0
cand,2,2,3,0,200,10.829477500,0.000,0
