variant,slot,mode,frames,mean_ms,bitdiff,replacements,start_ms,end_ms
7,0,3,400,17.984645000,0,6400,208633578,208640765
7,1,7,400,17.976440000,0,8400,208641484,208648687
7,2,7,400,17.993057500,0,8400,208649406,208656609
7,3,3,400,18.071492500,0,6400,208657343,208664562
