test,slot,mode,frames,wall_ms,bitdiff,calls,start_ms,end_ms
4,0,0,160,17.841518750,0,1600,271222953,271225812
4,1,4,160,17.853706250,0,1600,271226343,271229203
4,2,4,160,17.894181250,0,1600,271229750,271232609
4,3,0,160,17.946468750,0,1600,271233156,271236031
4,4,0,160,17.955337500,0,1600,271236578,271239453
4,5,4,160,17.970543750,0,1600,271240000,271242875
4,6,4,160,17.979750000,0,1600,271243421,271246296
4,7,0,160,18.000225000,0,1600,271246843,271249718
