frame,reset,wall_ms,invalid,rgb_min,rgb_max,luma_mean,roi_luma_mean,dark_pixels,roi_dark_pixels,changed_half_values_from_first,maxabs_from_first,checked
0,1,1299.724000,0,0,0.999511719,0.0100132575,0.0156972295,841990,273935,0,0,1
1,1,24.566000,,,,,,,,,,0
2,1,12.845000,,,,,,,,,,0
3,1,11.862000,,,,,,,,,,0
4,1,11.728000,,,,,,,,,,0
5,1,11.823000,,,,,,,,,,0
6,1,11.746000,,,,,,,,,,0
7,1,12.049000,,,,,,,,,,0
8,1,11.920000,,,,,,,,,,0
9,1,11.993000,,,,,,,,,,0
10,1,11.908000,,,,,,,,,,0
11,1,11.714000,,,,,,,,,,0
12,1,12.382000,,,,,,,,,,0
13,1,11.684000,,,,,,,,,,0
14,1,11.993000,,,,,,,,,,0
15,1,12.015000,,,,,,,,,,0
16,1,11.335000,,,,,,,,,,0
17,1,11.314000,,,,,,,,,,0
18,1,11.548000,,,,,,,,,,0
19,1,11.993000,,,,,,,,,,0
20,1,11.644000,,,,,,,,,,0
21,1,11.600000,,,,,,,,,,0
22,1,11.818000,,,,,,,,,,0
23,1,11.676000,,,,,,,,,,0
24,1,11.704000,,,,,,,,,,0
25,1,11.733000,,,,,,,,,,0
26,1,11.945000,,,,,,,,,,0
27,1,11.929000,,,,,,,,,,0
28,1,11.817000,,,,,,,,,,0
29,1,11.711000,,,,,,,,,,0
30,1,11.662000,,,,,,,,,,0
31,1,12.179000,,,,,,,,,,0
32,1,11.940000,,,,,,,,,,0
33,1,11.610000,,,,,,,,,,0
34,1,11.760000,,,,,,,,,,0
35,1,11.769000,,,,,,,,,,0
36,1,11.881000,,,,,,,,,,0
37,1,11.816000,,,,,,,,,,0
38,1,12.250000,,,,,,,,,,0
39,1,11.993000,,,,,,,,,,0
40,1,12.068000,,,,,,,,,,0
41,1,11.856000,,,,,,,,,,0
42,1,11.848000,,,,,,,,,,0
43,1,11.771000,,,,,,,,,,0
44,1,12.077000,,,,,,,,,,0
45,1,11.722000,,,,,,,,,,0
46,1,11.757000,,,,,,,,,,0
47,1,11.860000,,,,,,,,,,0
48,1,11.871000,,,,,,,,,,0
49,1,11.704000,,,,,,,,,,0
50,1,12.110000,,,,,,,,,,0
51,1,11.782000,,,,,,,,,,0
