test,slot,mode,frames,wall_ms,bitdiff,calls,perframe,start_ms,end_ms
1,0,0,160,12.834506250,0,0,218,288290265,288292312
1,1,1,160,12.677618750,0,34880,218,288292703,288294734
1,2,1,160,12.678956250,0,34880,218,288295109,288297140
1,3,0,160,12.839568750,0,0,218,288297531,288299578
1,4,0,160,12.816050000,0,0,218,288299968,288302015
1,5,1,160,12.678400000,0,34880,218,288302406,288304437
1,6,1,160,12.703962500,0,34880,218,288304812,288306843
1,7,0,160,12.849668750,0,0,218,288307234,288309296
2,0,0,160,12.858162500,0,0,218,288309671,288311734
2,1,2,160,12.900218750,0,34880,218,288312125,288314187
2,2,2,160,12.900750000,0,34880,218,288314578,288316640
2,3,0,160,12.849825000,0,0,218,288317031,288319093
2,4,0,160,12.837562500,0,0,218,288319468,288321531
2,5,2,160,12.896318750,0,34880,218,288321921,288323984
2,6,2,160,12.875675000,0,34880,218,288324375,288326437
2,7,0,160,12.867818750,0,0,218,288326828,288328875
3,0,0,160,12.858593750,0,0,218,288329265,288331328
3,1,3,160,12.567581250,0,34880,218,288331703,288333718
3,2,3,160,12.594118750,0,34880,218,288334109,288336125
3,3,0,160,12.856856250,0,0,218,288336500,288338562
3,4,0,160,12.839881250,0,0,218,288338953,288341000
3,5,3,160,12.570200000,0,34880,218,288341390,288343390
3,6,3,160,12.576750000,0,34880,218,288343781,288345781
3,7,0,160,12.876150000,0,0,218,288346171,288348234
