repeat,candidate,slot,mode,frames,ms,target_calls,replaced
0,3,0,0,200,11.587230000,9200,0
0,3,1,3,200,10.900515000,9200,9200
0,3,2,3,200,10.910405000,9200,9200
0,3,3,0,200,11.624795000,9200,0
1,3,0,0,200,11.647725000,9200,0
1,3,1,3,200,10.955370000,9200,9200
1,3,2,3,200,10.978305000,9200,9200
1,3,3,0,200,11.698605000,9200,0
2,3,0,0,200,11.712340000,9200,0
2,3,1,3,200,11.000185000,9200,9200
2,3,2,3,200,11.007000000,9200,9200
2,3,3,0,200,11.695515000,9200,0
