repeat,candidate,slot,mode,frames,ms,target_calls,replaced
0,1,0,0,200,16.462300000,800,0
0,1,1,1,200,16.408780000,800,800
0,1,2,1,200,16.416590000,800,800
0,1,3,0,200,16.542455000,800,0
1,1,0,0,200,16.562155000,800,0
1,1,1,1,200,16.474415000,800,800
1,1,2,1,200,16.487795000,800,800
1,1,3,0,200,16.631055000,800,0
2,1,0,0,200,16.638865000,800,0
2,1,1,1,200,16.538500000,800,800
2,1,2,1,200,16.543430000,800,800
2,1,3,0,200,16.650245000,800,0
