test,slot,mode,frames,wall_ms,bitdiff,calls,perframe,start_ms,end_ms
1,0,0,160,12.626350000,0,0,218,325278625,325280640
1,1,1,160,12.083756250,0,34880,218,325281015,325282937
1,2,1,160,12.083193750,0,34880,218,325283312,325285250
1,3,0,160,12.107731250,0,0,218,325285609,325287546
1,4,0,160,12.109181250,0,0,218,325287921,325289859
1,5,1,160,12.101006250,0,34880,218,325290218,325292156
1,6,1,160,12.106550000,0,34880,218,325292531,325294468
1,7,0,160,12.122650000,0,0,218,325294828,325296781
2,0,0,160,12.115762500,0,0,218,325297140,325299078
2,1,2,160,12.085987500,0,34880,218,325299453,325301375
2,2,2,160,12.087912500,0,34880,218,325301750,325303687
2,3,0,160,12.109987500,0,0,218,325304046,325305984
2,4,0,160,12.116862500,0,0,218,325306359,325308296
2,5,2,160,12.095512500,0,34880,218,325308671,325310593
2,6,2,160,12.090956250,0,34880,218,325310968,325312906
2,7,0,160,12.122087500,0,0,218,325313265,325315203
3,0,0,160,12.107218750,0,0,218,325315578,325317515
3,1,3,160,12.085693750,0,34880,218,325317890,325319812
3,2,3,160,12.094731250,0,34880,218,325320187,325322125
3,3,0,160,12.129712500,0,0,218,325322484,325324421
3,4,0,160,12.138693750,0,0,218,325324796,325326734
3,5,3,160,12.099306250,0,34880,218,325327109,325329046
3,6,3,160,12.095450000,0,34880,218,325329406,325331343
3,7,0,160,12.128937500,0,0,218,325331718,325333656
