region,round,slot,cut,prefix_ms,gpu_frame_ms,tail_ms,wall_ms
0,0,0,0,0.000000000,10.248000145,10.248000145,10.887700000
0,0,1,1,0.893880010,10.298480034,9.404600143,10.587800000
0,0,2,1,0.893320024,10.464819908,9.571499825,10.747700000
0,0,3,0,0.000000000,10.646439552,10.646439552,11.035000000
0,1,0,0,0.000000000,10.587800026,10.587800026,10.919700000
0,1,1,1,0.924000025,10.337499619,9.413499832,10.716000000
0,1,2,1,0.893440008,10.626839638,9.733400345,10.947400000
0,1,3,0,0.000000000,10.760999680,10.760999680,11.030400000
0,2,0,0,0.000000000,10.511019707,10.511019707,10.964600000
0,2,1,1,0.914059997,10.658160210,9.744099617,10.939700000
0,2,2,1,0.904720008,10.319020271,9.414299965,10.730000000
0,2,3,0,0.000000000,10.631580353,10.631580353,10.898500000
0,3,0,0,0.000000000,10.622480392,10.622480392,10.977600000
0,3,1,1,0.797119975,10.223620415,9.426500320,10.616200000
0,3,2,1,1.012680054,10.464280128,9.451600075,10.741900000
0,3,3,0,0.000000000,10.645779610,10.645779610,11.029400000
0,4,0,0,0.000000000,10.561900139,10.561900139,10.924500000
0,4,1,1,0.874119997,10.298319817,9.424200058,10.647000000
0,4,2,1,0.916920006,10.463219643,9.546299934,10.789800000
0,4,3,0,0.000000000,10.486220360,10.486220360,10.893500000
0,5,0,0,0.000000000,10.606559753,10.606559753,11.040200000
0,5,1,1,0.839160025,10.282460213,9.443300247,10.675900000
0,5,2,1,0.935259998,10.400859833,9.465600014,10.751600000
0,5,3,0,0.000000000,10.607219696,10.607219696,10.950700000
0,6,0,0,0.000000000,10.606880188,10.606880188,10.992700000
0,6,1,1,0.891879976,10.355779648,9.463899612,10.753600000
0,6,2,1,0.902920008,10.374119759,9.471199989,10.693100000
0,6,3,0,0.000000000,11.139820099,11.139820099,11.467900000
0,7,0,0,0.000000000,10.667140007,10.667140007,11.058900000
0,7,1,1,0.873420000,10.192720413,9.319299698,10.611900000
0,7,2,1,0.916320026,10.338419914,9.422100067,10.613700000
0,7,3,0,0.000000000,10.622360229,10.622360229,10.893000000
0,8,0,0,0.000000000,10.554559708,10.554559708,10.815100000
0,8,1,1,0.957300007,10.906999588,9.949700356,11.238600000
0,8,2,1,0.822939992,10.335339546,9.512399673,10.857800000
0,8,3,0,0.000000000,10.543780327,10.543780327,10.965100000
0,9,0,0,0.000000000,10.657580376,10.657580376,11.060700000
0,9,1,1,0.900780022,10.311980247,9.411199570,10.669600000
0,9,2,1,0.992619991,10.370820045,9.378199577,10.717200000
0,9,3,0,0.000000000,10.448300362,10.448300362,10.793200000
0,10,0,0,0.000000000,10.632040024,10.632040024,10.920900000
0,10,1,1,1.019539952,10.511039734,9.491499901,10.819800000
0,10,2,1,0.901780009,10.237580299,9.335800171,10.653900000
0,10,3,0,0.000000000,10.664319992,10.664319992,11.089200000
0,11,0,0,0.000000000,10.610659599,10.610659599,10.914400000
0,11,1,1,0.873920023,10.269820213,9.395899773,10.666300000
0,11,2,1,0.910899997,10.349599838,9.438699722,10.659000000
0,11,3,0,0.000000000,10.715860367,10.715860367,10.962500000
0,12,0,0,0.000000000,10.636240005,10.636240005,10.984100000
0,12,1,1,1.149359941,10.542759895,9.393400192,10.955800000
0,12,2,1,0.869759977,10.456359863,9.586600304,10.743500000
0,12,3,0,0.000000000,10.481439590,10.481439590,10.899700000
0,13,0,0,0.000000000,10.902500153,10.902500153,11.235700000
0,13,1,1,0.907339990,10.304140091,9.396800041,10.629700000
0,13,2,1,0.937420011,10.514920235,9.577500343,10.798900000
0,13,3,0,0.000000000,10.441080093,10.441080093,10.961600000
0,14,0,0,0.000000000,10.630680084,10.630680084,10.992800000
0,14,1,1,0.825200021,10.220999718,9.395799637,10.604600000
0,14,2,1,0.967779994,10.412079811,9.444299698,10.798700000
0,14,3,0,0.000000000,10.601280212,10.601280212,11.029900000
0,15,0,0,0.000000000,10.528960228,10.528960228,10.914500000
