phase,frame,wall_ms
0,0,12.272500000
0,1,11.702500000
0,2,10.889500000
0,3,10.383400000
0,4,10.909700000
0,5,10.454800000
0,6,10.417200000
0,7,10.464600000
0,8,10.384600000
0,9,10.388900000
0,10,10.576900000
0,11,10.680500000
0,12,10.723100000
0,13,10.800800000
0,14,10.679100000
0,15,10.696700000
0,16,10.841800000
0,17,10.910100000
0,18,10.847800000
0,19,10.891200000
0,20,10.757900000
0,21,10.768200000
0,22,10.862300000
0,23,10.850000000
0,24,10.767200000
0,25,10.711600000
0,26,11.107200000
0,27,10.753900000
0,28,10.776200000
0,29,11.271600000
0,30,10.770100000
0,31,10.732600000
0,32,10.837900000
0,33,10.677600000
0,34,10.780900000
0,35,10.923100000
0,36,10.784500000
0,37,10.820700000
0,38,10.901600000
0,39,10.750100000
0,40,10.828800000
0,41,10.766900000
0,42,10.924700000
0,43,10.961000000
0,44,10.780000000
0,45,10.865400000
0,46,11.284000000
0,47,10.866900000
0,48,10.949600000
0,49,10.989600000
0,50,10.741700000
0,51,10.858700000
0,52,11.159100000
0,53,10.792400000
0,54,10.864200000
0,55,10.755700000
0,56,10.792500000
0,57,10.809300000
0,58,10.806000000
0,59,10.954700000
0,60,10.714800000
0,61,10.776400000
0,62,10.740700000
0,63,10.826600000
0,64,10.739500000
0,65,10.858800000
0,66,11.002100000
0,67,10.819800000
0,68,10.955800000
0,69,10.985500000
0,70,10.887800000
0,71,11.064200000
0,72,10.863100000
0,73,10.790600000
0,74,10.856300000
0,75,10.840100000
0,76,10.960400000
0,77,10.893400000
0,78,10.975400000
0,79,10.741600000
0,80,10.732100000
0,81,10.843600000
0,82,10.806000000
0,83,10.838700000
0,84,10.779000000
0,85,10.807800000
0,86,10.776000000
0,87,10.784400000
0,88,10.729400000
0,89,10.645900000
0,90,10.736500000
0,91,10.715100000
0,92,11.076800000
0,93,10.754100000
0,94,10.798300000
0,95,11.089600000
0,96,10.718100000
0,97,10.781700000
0,98,10.736600000
0,99,10.814000000
1,0,11.036000000
1,1,10.936400000
1,2,10.956000000
1,3,10.895100000
1,4,11.073500000
1,5,10.994500000
1,6,11.024600000
1,7,11.334900000
1,8,10.965400000
1,9,11.054000000
1,10,11.140400000
1,11,11.102500000
1,12,11.068200000
1,13,11.036600000
1,14,10.830000000
1,15,11.295900000
1,16,10.945500000
1,17,10.881800000
1,18,10.933200000
1,19,10.857000000
1,20,10.902700000
1,21,11.234300000
1,22,10.883100000
1,23,10.910900000
1,24,10.912300000
1,25,10.845300000
1,26,10.885500000
1,27,10.877900000
1,28,11.206400000
1,29,10.972200000
1,30,10.886500000
1,31,10.863500000
1,32,10.789600000
1,33,10.794000000
1,34,10.915700000
1,35,10.876500000
1,36,11.207400000
1,37,10.971500000
1,38,10.960200000
1,39,10.948100000
1,40,11.024800000
1,41,10.915000000
1,42,11.312700000
1,43,10.893700000
1,44,10.858200000
1,45,10.850400000
1,46,10.846700000
1,47,10.976700000
1,48,11.156300000
1,49,10.975700000
1,50,11.247400000
1,51,11.009100000
1,52,10.908100000
1,53,10.942700000
1,54,10.932300000
1,55,10.979900000
1,56,10.981500000
1,57,11.363500000
1,58,11.105000000
1,59,11.039400000
1,60,11.099000000
1,61,11.011500000
1,62,10.903300000
1,63,11.271100000
1,64,10.992600000
1,65,10.838800000
1,66,10.895000000
1,67,10.893100000
1,68,10.901700000
1,69,10.884900000
1,70,10.920500000
1,71,11.258100000
1,72,10.984900000
1,73,10.893000000
1,74,10.859600000
1,75,10.869200000
1,76,10.801900000
1,77,10.863800000
1,78,11.238500000
1,79,10.875300000
1,80,10.866500000
1,81,10.976900000
1,82,10.836200000
1,83,10.848300000
1,84,11.066000000
1,85,10.836900000
1,86,10.829100000
1,87,10.885900000
1,88,10.919300000
1,89,10.977800000
1,90,10.856700000
1,91,10.955600000
1,92,11.312400000
1,93,10.876700000
1,94,10.899500000
1,95,10.927000000
1,96,10.911900000
1,97,10.827400000
1,98,11.333600000
1,99,10.887200000
