test,slot,mode,frame,segment_ms
marked_ab,2,1,134,1.270200014
marked_ab,2,1,135,1.241340041
marked_ab,2,1,136,1.313699961
marked_ab,2,1,137,1.263599992
marked_ab,2,1,138,1.222959995
marked_ab,2,1,139,1.269899964
marked_ab,2,1,140,1.280599952
marked_ab,2,1,141,1.286499977
marked_ab,2,1,142,1.259600043
marked_ab,2,1,143,1.208600044
marked_ab,2,1,144,1.279600024
marked_ab,2,1,145,1.221799970
marked_ab,2,1,146,1.257500052
marked_ab,2,1,147,1.248360038
marked_ab,2,1,148,1.367300034
marked_ab,2,1,149,1.126799941
marked_ab,2,1,150,1.268599987
marked_ab,2,1,151,1.259600043
marked_ab,2,1,152,1.280900002
marked_ab,2,1,153,1.276600003
marked_ab,2,1,154,1.277500033
marked_ab,2,1,155,1.273100019
marked_ab,2,1,156,1.271000028
marked_ab,2,1,157,1.213019967
marked_ab,2,1,158,1.277199984
marked_ab,2,1,159,1.270099998
marked_ab,3,0,0,1.258859992
marked_ab,3,0,1,1.213060021
marked_ab,3,0,2,1.280900002
marked_ab,3,0,3,1.218639970
marked_ab,3,0,4,1.280599952
marked_ab,3,0,5,1.296200037
marked_ab,3,0,6,1.214759946
marked_ab,3,0,7,1.273900032
marked_ab,3,0,8,1.286100030
marked_ab,3,0,9,1.274299979
marked_ab,3,0,10,1.290500045
marked_ab,3,0,11,1.236919999
marked_ab,3,0,12,1.284500003
marked_ab,3,0,13,1.295899987
marked_ab,3,0,14,1.264000058
marked_ab,3,0,15,1.216760039
marked_ab,3,0,16,1.269880056
marked_ab,3,0,17,1.245079994
marked_ab,3,0,18,1.251899958
marked_ab,3,0,19,1.220960021
marked_ab,3,0,20,1.279800057
marked_ab,3,0,21,1.271399975
marked_ab,3,0,22,1.386700034
marked_ab,3,0,23,1.213199973
marked_ab,3,0,24,1.243759990
marked_ab,3,0,25,1.303599954
marked_ab,3,0,26,1.281299949
marked_ab,3,0,27,1.269000053
marked_ab,3,0,28,1.281299949
marked_ab,3,0,29,1.292299986
marked_ab,3,0,30,1.232100010
marked_ab,3,0,31,1.285899997
marked_ab,3,0,32,1.294600010
marked_ab,3,0,33,1.301100016
marked_ab,3,0,34,1.277099967
marked_ab,3,0,35,1.209319949
marked_ab,3,0,36,1.226760030
marked_ab,3,0,37,1.281399965
marked_ab,3,0,38,1.282400012
marked_ab,3,0,39,1.242560029
marked_ab,3,0,40,1.280099988
marked_ab,3,0,41,1.275300026
marked_ab,3,0,42,1.287700057
marked_ab,3,0,43,1.286299944
marked_ab,3,0,44,1.285099983
marked_ab,3,0,45,1.287799954
marked_ab,3,0,46,1.278200030
marked_ab,3,0,47,1.239300013
marked_ab,3,0,48,1.217820048
marked_ab,3,0,49,1.220900059
marked_ab,3,0,50,1.290400028
marked_ab,3,0,51,1.270599961
marked_ab,3,0,52,1.287199974
marked_ab,3,0,53,1.290400028
marked_ab,3,0,54,1.190299988
marked_ab,3,0,55,1.224539995
marked_ab,3,0,56,1.198340058
marked_ab,3,0,57,1.275480032
marked_ab,3,0,58,1.235380054
marked_ab,3,0,59,1.305699944
marked_ab,3,0,60,1.220780015
marked_ab,3,0,61,1.102460027
marked_ab,3,0,62,1.233979940
marked_ab,3,0,63,1.247900009
marked_ab,3,0,64,1.163200021
marked_ab,3,0,65,1.335999966
marked_ab,3,0,66,1.283400059
marked_ab,3,0,67,1.209439993
marked_ab,3,0,68,1.289000034
marked_ab,3,0,69,1.278499961
marked_ab,3,0,70,1.284600019
marked_ab,3,0,71,1.297299981
marked_ab,3,0,72,1.286399961
marked_ab,3,0,73,1.280300021
marked_ab,3,0,74,1.274899960
marked_ab,3,0,75,1.289399981
marked_ab,3,0,76,1.287700057
marked_ab,3,0,77,1.227440000
marked_ab,3,0,78,1.247799993
marked_ab,3,0,79,1.262400031
marked_ab,3,0,80,1.300300002
marked_ab,3,0,81,1.281399965
marked_ab,3,0,82,1.276700020
marked_ab,3,0,83,1.285200000
marked_ab,3,0,84,1.270699978
marked_ab,3,0,85,1.284899950
marked_ab,3,0,86,1.276299953
marked_ab,3,0,87,1.283499956
marked_ab,3,0,88,1.268200040
marked_ab,3,0,89,1.299600005
marked_ab,3,0,90,1.273200035
marked_ab,3,0,91,1.239099979
marked_ab,3,0,92,1.287299991
marked_ab,3,0,93,1.274999976
marked_ab,3,0,94,1.216060042
marked_ab,3,0,95,1.290699959
marked_ab,3,0,96,1.295199990
marked_ab,3,0,97,1.294999957
marked_ab,3,0,98,1.179200053
marked_ab,3,0,99,1.269600034
marked_ab,3,0,100,1.317000031
marked_ab,3,0,101,1.282299995
marked_ab,3,0,102,1.307100058
marked_ab,3,0,103,1.196679950
marked_ab,3,0,104,1.343099952
marked_ab,3,0,105,1.282500029
marked_ab,3,0,106,1.276000023
marked_ab,3,0,107,1.283400059
marked_ab,3,0,108,1.281200051
marked_ab,3,0,109,1.237200022
marked_ab,3,0,110,1.210960031
marked_ab,3,0,111,1.186699986
marked_ab,3,0,112,1.394099951
marked_ab,3,0,113,1.222800016
marked_ab,3,0,114,1.158900023
marked_ab,3,0,115,1.319200039
marked_ab,3,0,116,1.341300011
marked_ab,3,0,117,1.270900011
marked_ab,3,0,118,1.267019987
marked_ab,3,0,119,1.290599942
marked_ab,3,0,120,1.285799980
marked_ab,3,0,121,1.289899945
marked_ab,3,0,122,1.290599942
marked_ab,3,0,123,1.269199967
marked_ab,3,0,124,1.287700057
marked_ab,3,0,125,1.285099983
marked_ab,3,0,126,1.218440056
marked_ab,3,0,127,1.285099983
marked_ab,3,0,128,1.292500019
marked_ab,3,0,129,1.216599941
marked_ab,3,0,130,1.280400038
marked_ab,3,0,131,1.271499991
marked_ab,3,0,132,1.284000039
marked_ab,3,0,133,1.286399961
marked_ab,3,0,134,1.282299995
marked_ab,3,0,135,1.285899997
marked_ab,3,0,136,1.282299995
marked_ab,3,0,137,1.288699985
marked_ab,3,0,138,1.282199979
marked_ab,3,0,139,1.298300028
marked_ab,3,0,140,1.368499994
marked_ab,3,0,141,1.221699953
marked_ab,3,0,142,1.282600045
marked_ab,3,0,143,1.233319998
marked_ab,3,0,144,1.166039944
marked_ab,3,0,145,1.182819963
marked_ab,3,0,146,1.234400034
marked_ab,3,0,147,1.232839942
marked_ab,3,0,148,1.283100009
marked_ab,3,0,149,1.200960040
marked_ab,3,0,150,1.265140057
marked_ab,3,0,151,1.285099983
marked_ab,3,0,152,1.284500003
marked_ab,3,0,153,1.243299961
marked_ab,3,0,154,1.238899946
marked_ab,3,0,155,1.320799947
marked_ab,3,0,156,1.281900048
marked_ab,3,0,157,1.279600024
marked_ab,3,0,158,1.265679955
marked_ab,3,0,159,1.280400038
marked_ab,4,0,0,1.234500051
marked_ab,4,0,1,1.154579997
marked_ab,4,0,2,1.323459983
marked_ab,4,0,3,1.335299969
marked_ab,4,0,4,1.300699949
marked_ab,4,0,5,1.266600013
marked_ab,4,0,6,1.290400028
marked_ab,4,0,7,1.292000055
marked_ab,4,0,8,1.280200005
marked_ab,4,0,9,1.339140058
marked_ab,4,0,10,1.266800046
marked_ab,4,0,11,1.288200021
marked_ab,4,0,12,1.272600055
marked_ab,4,0,13,1.292500019
marked_ab,4,0,14,1.350999951
marked_ab,4,0,15,1.284000039
marked_ab,4,0,16,1.283200026
marked_ab,4,0,17,1.272400022
marked_ab,4,0,18,1.287099957
marked_ab,4,0,19,1.289100051
marked_ab,4,0,20,1.281599998
marked_ab,4,0,21,1.363399982
marked_ab,4,0,22,1.266800046
marked_ab,4,0,23,1.202200055
marked_ab,4,0,24,1.268800020
marked_ab,4,0,25,1.281800032
marked_ab,4,0,26,1.222659945
marked_ab,4,0,27,1.293699980
marked_ab,4,0,28,1.294700027
marked_ab,4,0,29,1.341699958
marked_ab,4,0,30,1.147040009
marked_ab,4,0,31,1.143560052
marked_ab,4,0,32,1.267400026
marked_ab,4,0,33,1.284700036
marked_ab,4,0,34,1.288100004
marked_ab,4,0,35,1.277999997
marked_ab,4,0,36,1.263000011
marked_ab,4,0,37,1.246399999
marked_ab,4,0,38,1.267199993
marked_ab,4,0,39,1.308500051
marked_ab,4,0,40,1.298939943
marked_ab,4,0,41,1.224599957
marked_ab,4,0,42,1.163599968
marked_ab,4,0,43,1.211400032
marked_ab,4,0,44,1.353899956
marked_ab,4,0,45,1.338199973
marked_ab,4,0,46,1.393300056
marked_ab,4,0,47,1.408300042
marked_ab,4,0,48,1.214100003
marked_ab,4,0,49,1.250939965
marked_ab,4,0,50,1.331619978
marked_ab,4,0,51,1.276000023
marked_ab,4,0,52,1.249959946
marked_ab,4,0,53,1.275900006
marked_ab,4,0,54,1.284299970
marked_ab,4,0,55,1.275699973
marked_ab,4,0,56,1.282699943
marked_ab,4,0,57,1.252020001
marked_ab,4,0,58,1.287099957
marked_ab,4,0,59,1.284600019
marked_ab,4,0,60,1.280699968
marked_ab,4,0,61,1.283699989
marked_ab,4,0,62,1.284999967
marked_ab,4,0,63,1.244699955
marked_ab,4,0,64,1.303900003
marked_ab,4,0,65,1.216199994
marked_ab,4,0,66,1.247640014
marked_ab,4,0,67,1.316900015
marked_ab,4,0,68,1.181900024
marked_ab,4,0,69,1.257099986
marked_ab,4,0,70,1.197100043
marked_ab,4,0,71,1.357900023
marked_ab,4,0,72,1.312600017
marked_ab,4,0,73,1.178159952
marked_ab,4,0,74,1.285200000
marked_ab,4,0,75,1.327299953
marked_ab,4,0,76,1.273499966
marked_ab,4,0,77,1.292999983
marked_ab,4,0,78,1.282400012
marked_ab,4,0,79,1.282899976
marked_ab,4,0,80,1.302099943
marked_ab,4,0,81,1.280400038
marked_ab,4,0,82,1.285599947
marked_ab,4,0,83,1.280400038
marked_ab,4,0,84,1.290699959
marked_ab,4,0,85,1.288699985
marked_ab,4,0,86,1.283100009
marked_ab,4,0,87,1.282899976
marked_ab,4,0,88,1.269299984
marked_ab,4,0,89,1.276700020
marked_ab,4,0,90,1.288100004
marked_ab,4,0,91,1.287299991
marked_ab,4,0,92,1.271800041
marked_ab,4,0,93,1.281700015
marked_ab,4,0,94,1.302899957
marked_ab,4,0,95,1.288699985
marked_ab,4,0,96,1.291000009
marked_ab,4,0,97,1.288699985
marked_ab,4,0,98,1.292000055
marked_ab,4,0,99,1.270900011
marked_ab,4,0,100,1.284600019
marked_ab,4,0,101,1.366500020
marked_ab,4,0,102,1.269400001
marked_ab,4,0,103,1.292000055
marked_ab,4,0,104,1.278800011
marked_ab,4,0,105,1.369300008
marked_ab,4,0,106,1.230980039
marked_ab,4,0,107,1.259600043
marked_ab,4,0,108,1.188699961
marked_ab,4,0,109,1.288200021
marked_ab,4,0,110,1.290420055
marked_ab,4,0,111,1.276499987
marked_ab,4,0,112,1.299200058
marked_ab,4,0,113,1.284999967
marked_ab,4,0,114,1.284199953
marked_ab,4,0,115,1.292199969
marked_ab,4,0,116,1.279199958
marked_ab,4,0,117,1.179020047
marked_ab,4,0,118,1.251899958
marked_ab,4,0,119,1.233819962
marked_ab,4,0,120,1.185400009
marked_ab,4,0,121,1.172060013
marked_ab,4,0,122,1.264500022
marked_ab,4,0,123,1.278900027
marked_ab,4,0,124,1.294000030
marked_ab,4,0,125,1.400400043
marked_ab,4,0,126,1.283300042
marked_ab,4,0,127,1.236999989
marked_ab,4,0,128,1.240200043
marked_ab,4,0,129,1.212520003
marked_ab,4,0,130,1.278200030
marked_ab,4,0,131,1.296100020
marked_ab,4,0,132,1.276999950
