mode,slot,candidate,launches,mean_us,byte_diff,checked_bytes,start_ms,end_ms
4,0,0,132,1565.734848485,0,26542080,271380234,271380437
4,1,1,127,1587.110236220,0,26542080,271380562,271380765
4,2,1,124,1589.282258065,0,26542080,271380890,271381078
4,3,0,124,1602.983870968,0,26542080,271381203,271381406
4,4,0,125,1591.512000000,0,26542080,271381531,271381718
4,5,1,125,1601.072000000,0,26542080,271381843,271382046
4,6,1,125,1591.544000000,0,26542080,271382171,271382375
4,7,0,125,1592.488000000,0,26542080,271382500,271382703
