test,slot,mode,marked,frames,wall_ms,segment_ms,bitdiff,replacements,start_ms,end_ms
plain_ab,0,0,0,160,17.811550000,0.000000000,0,0,259204156,259207000
plain_ab,1,1,0,160,17.828393750,0.000000000,0,2560,259207546,259210390
plain_ab,2,1,0,160,17.863862500,0.000000000,0,2560,259210937,259213796
plain_ab,3,0,0,160,17.909118750,0.000000000,0,0,259214343,259217203
plain_ab,4,0,0,160,17.893943750,0.000000000,0,0,259217750,259220609
plain_ab,5,1,0,160,17.874725000,0.000000000,0,2560,259221156,259224015
plain_ab,6,1,0,160,17.897950000,0.000000000,0,2560,259224562,259227421
plain_ab,7,0,0,160,17.918506250,0.000000000,0,0,259227968,259230843
