test,slot,mode,frames,wall_ms,bitdiff,calls,perframe,start_ms,end_ms
1,0,0,160,12.156443750,0,0,218,334895671,334897625
1,1,1,160,11.849918750,3861406,34880,218,334897984,334899875
1,2,1,160,11.834300000,3861406,34880,218,334900250,334902140
1,3,0,160,12.180025000,0,0,218,334902500,334904453
1,4,0,160,12.191618750,0,0,218,334904812,334906765
1,5,1,160,11.803112500,3861406,34880,218,334907125,334909015
1,6,1,160,11.826412500,3861406,34880,218,334909375,334911281
1,7,0,160,12.189187500,0,0,218,334911640,334913593
2,0,0,160,12.167712500,0,0,218,334913953,334915906
2,1,2,160,11.837312500,3861406,34880,218,334916265,334918156
2,2,2,160,11.858400000,3861406,34880,218,334918515,334920421
2,3,0,160,12.211587500,0,0,218,334920781,334922734
2,4,0,160,12.192450000,0,0,218,334923093,334925046
2,5,2,160,11.855162500,3861406,34880,218,334925406,334927296
2,6,2,160,11.843437500,3861406,34880,218,334927671,334929562
2,7,0,160,12.211943750,0,0,218,334929921,334931875
3,0,0,160,12.217975000,0,0,218,334932250,334934203
3,1,3,160,11.861118750,3861406,34880,218,334934562,334936453
3,2,3,160,11.884925000,3861406,34880,218,334936828,334938734
3,3,0,160,12.224743750,0,0,218,334939093,334941046
3,4,0,160,12.244168750,0,0,218,334941421,334943375
3,5,3,160,11.872531250,3861406,34880,218,334943734,334945640
3,6,3,160,11.881462500,3861406,34880,218,334946000,334947906
3,7,0,160,12.255525000,0,0,218,334948265,334950234
