slot,mode,round,edge,after,start_tick,end_tick,prefix_ms,whole_ms,tail_ms,wall_ms,valid
0,0,7,3,0,259582109,259582125,8.048439980,17.792699814,9.744259834,18.003000000,1
0,0,8,0,0,259582125,259582140,7.857639790,17.511920929,9.654279709,17.840000000,1
0,0,8,1,1,259582140,259582171,8.033860207,17.721960068,9.688099861,18.023000000,1
0,0,8,2,1,259582171,259582187,8.000160217,17.645420074,9.645259857,17.882000000,1
0,0,8,3,0,259582187,259582203,8.157819748,17.708919525,9.551099777,17.916000000,1
0,0,9,0,0,259582203,259582218,8.120280266,17.682479858,9.562199593,17.802000000,1
0,0,9,1,1,259582218,259582234,8.302619934,17.856140137,9.553520203,17.975000000,1
0,0,9,2,1,259582234,259582250,8.106599808,17.741020203,9.634420395,17.850000000,1
0,0,9,3,0,259582250,259582265,7.891560078,17.590860367,9.699299812,17.894000000,1
0,0,10,0,0,259582265,259582296,7.941760063,17.517860413,9.576100349,17.820000000,1
0,0,10,1,1,259582296,259582312,8.094779968,17.632579803,9.537799835,17.772000000,1
0,0,10,2,1,259582312,259582328,8.085820198,17.755720139,9.669899940,17.881000000,1
0,0,10,3,0,259582328,259582343,8.009779930,17.609859467,9.600079536,17.748000000,1
0,0,11,0,0,259582343,259582359,8.040120125,17.645519257,9.605400085,17.769000000,1
0,0,11,1,1,259582359,259582375,8.063119888,17.613199234,9.550080299,17.759000000,1
0,0,11,2,1,259582375,259582390,8.185299873,17.765060425,9.579759598,17.903000000,1
0,0,11,3,0,259582390,259582421,7.992320061,17.620119095,9.627799988,17.751000000,1
0,0,12,0,0,259582421,259582437,7.999199867,17.737600327,9.738400459,17.880000000,1
0,0,12,1,1,259582437,259582453,7.947780132,17.511980057,9.564200401,17.846000000,1
0,0,12,2,1,259582453,259582468,8.096059799,17.632339478,9.536279678,17.765000000,1
0,0,12,3,0,259582468,259582484,7.980539799,17.614999771,9.634460449,17.741000000,1
0,0,13,0,0,259582484,259582500,7.996119976,17.695020676,9.698900223,17.823000000,1
0,0,13,1,1,259582500,259582515,8.073140144,17.645540237,9.572400093,17.772000000,1
0,0,13,2,1,259582515,259582546,8.139739990,17.696239471,9.556500435,17.808000000,1
0,0,13,3,0,259582546,259582562,8.064319611,17.682420731,9.618100166,17.811000000,1
0,0,14,0,0,259582562,259582578,8.020999908,17.643100739,9.622099876,17.792000000,1
0,0,14,1,1,259582578,259582593,8.062979698,17.628280640,9.565299988,17.767000000,1
0,0,14,2,1,259582593,259582609,8.066980362,17.747079849,9.680100441,17.930000000,1
0,0,14,3,0,259582609,259582625,7.970540047,17.607839584,9.637299538,17.742000000,1
0,0,15,0,0,259582625,259582640,8.053159714,17.616060257,9.562899590,17.747000000,1
0,0,15,1,1,259582640,259582656,8.149160385,17.636259079,9.487099648,17.769000000,1
0,0,15,2,1,259582656,259582687,8.258879662,17.861879349,9.602999687,17.991000000,1
0,0,15,3,0,259582687,259582703,7.916940212,17.501960754,9.585020065,17.661000000,1
1,1,0,0,0,259586125,259586140,7.308509827,16.543409348,9.234900475,17.018000000,1
1,1,0,1,1,259586140,259586156,7.746960163,17.209760666,9.462800026,17.369000000,1
1,1,0,2,1,259586156,259586171,7.846099854,17.371999741,9.525899887,17.647000000,1
1,1,0,3,0,259586171,259586187,8.048259735,17.714460373,9.666199684,17.816000000,1
1,1,1,0,0,259586187,259586203,7.989580154,17.714879990,9.725299835,17.858000000,1
1,1,1,1,1,259586203,259586218,8.034059525,17.633260727,9.599200249,17.779000000,1
1,1,1,2,1,259586218,259586234,8.263600349,17.743259430,9.479660034,17.862000000,1
1,1,1,3,0,259586234,259586265,8.024720192,17.626260757,9.601539612,17.742000000,1
1,1,2,0,0,259586265,259586281,7.949860096,17.609560013,9.659700394,17.743000000,1
1,1,2,1,1,259586281,259586296,8.048760414,17.708059311,9.659299850,17.854000000,1
1,1,2,2,1,259586296,259586312,8.140399933,17.680700302,9.540300369,17.810000000,1
1,1,2,3,0,259586312,259586328,8.044380188,17.687759399,9.643380165,17.831000000,1
1,1,3,0,0,259586328,259586343,7.995399952,17.676059723,9.680660248,17.822000000,1
1,1,3,1,1,259586343,259586359,8.041119576,17.758720398,9.717599869,17.910000000,1
1,1,3,2,1,259586359,259586390,7.986179829,17.563079834,9.576899529,17.788000000,1
1,1,3,3,0,259586390,259586406,8.007459641,17.674060822,9.666600227,17.825000000,1
1,1,4,0,0,259586406,259586421,7.991260052,17.647760391,9.656499863,17.793000000,1
1,1,4,1,1,259586421,259586437,8.170180321,17.736379623,9.566200256,17.846000000,1
1,1,4,2,1,259586437,259586453,8.035559654,17.651359558,9.615799904,17.776000000,1
1,1,4,3,0,259586453,259586468,8.080800056,17.650760651,9.569959641,17.783000000,1
1,1,5,0,0,259586468,259586484,8.042039871,17.656059265,9.614020348,17.788000000,1
1,1,5,1,1,259586484,259586515,8.057100296,17.681999207,9.624899864,17.822000000,1
1,1,5,2,1,259586515,259586531,8.151539803,17.797439575,9.645899773,17.933000000,1
1,1,5,3,0,259586531,259586546,8.024539948,17.675159454,9.650620461,17.820000000,1
1,1,6,0,0,259586546,259586562,8.080459595,17.695459366,9.614999771,17.841000000,1
1,1,6,1,1,259586562,259586578,8.051580429,17.688779831,9.637200356,17.812000000,1
1,1,6,2,1,259586578,259586593,8.169320107,17.731140137,9.561820030,17.905000000,1
1,1,6,3,0,259586593,259586609,8.054160118,17.622100830,9.567939758,17.841000000,1
1,1,7,0,0,259586609,259586640,8.026760101,19.629440308,11.602680206,19.785000000,1
1,1,7,1,1,259586640,259586656,6.063660145,15.548959732,9.485300064,17.696000000,1
1,1,7,2,1,259586656,259586671,7.961200237,17.587999344,9.626799583,17.759000000,1
1,1,7,3,0,259586671,259586687,7.989260197,17.623760223,9.634499550,17.761000000,1
1,1,8,0,0,259586687,259586703,7.935339928,17.573839188,9.638500214,17.702000000,1
1,1,8,1,1,259586703,259586718,8.047340393,17.705139160,9.657799721,17.856000000,1
1,1,8,2,1,259586718,259586750,8.098079681,17.635280609,9.537199974,17.771000000,1
1,1,8,3,0,259586750,259586765,8.018460274,17.707759857,9.689299583,17.845000000,1
1,1,9,0,0,259586765,259586781,8.040860176,17.663560867,9.622699738,17.796000000,1
1,1,9,1,1,259586781,259586796,8.048640251,17.672439575,9.623800278,17.803000000,1
1,1,9,2,1,259586796,259586812,8.122360229,17.674179077,9.551819801,17.814000000,1
1,1,9,3,0,259586812,259586828,7.952119827,17.613620758,9.661499977,17.822000000,1
1,1,10,0,0,259586828,259586843,7.942540169,17.680139542,9.737600327,17.837000000,1
1,1,10,1,1,259586843,259586875,8.075119972,17.670219421,9.595100403,17.815000000,1
1,1,10,2,1,259586875,259586890,8.014220238,17.610120773,9.595899582,17.768000000,1
1,1,10,3,0,259586890,259586906,8.027959824,17.816560745,9.788599968,17.923000000,1
1,1,11,0,0,259586906,259586921,7.949880123,17.540679932,9.590800285,17.765000000,1
1,1,11,1,1,259586921,259586937,8.116959572,17.724060059,9.607099533,17.854000000,1
1,1,11,2,1,259586937,259586953,8.132639885,17.616039276,9.483400345,17.747000000,1
1,1,11,3,0,259586953,259586968,8.020919800,17.748819351,9.727899551,17.876000000,1
1,1,12,0,0,259586968,259587000,8.009920120,17.637239456,9.627320290,17.795000000,1
1,1,12,1,1,259587000,259587015,8.149239540,17.769739151,9.620499611,17.920000000,1
1,1,12,2,1,259587015,259587031,8.053039551,17.634840012,9.581800461,17.775000000,1
1,1,12,3,0,259587031,259587046,8.027819633,17.692319870,9.664500237,17.823000000,1
1,1,13,0,0,259587046,259587062,7.955319881,17.754219055,9.798899651,17.874000000,1
1,1,13,1,1,259587062,259587078,7.923140049,17.513940811,9.590800285,17.780000000,1
1,1,13,2,1,259587078,259587093,8.075160027,17.818260193,9.743100166,17.958000000,1
1,1,13,3,0,259587093,259587125,8.055100441,17.725200653,9.670100212,17.843000000,1
1,1,14,0,0,259587125,259587140,7.988059998,17.651859283,9.663800240,17.801000000,1
1,1,14,1,1,259587140,259587156,8.058259964,17.732259750,9.673999786,17.892000000,1
1,1,14,2,1,259587156,259587171,8.065420151,17.773019791,9.707599640,17.911000000,1
1,1,14,3,0,259587171,259587187,7.842860222,17.532560349,9.689700127,17.799000000,1
1,1,15,0,0,259587187,259587203,8.044719696,17.657659531,9.612939835,17.784000000,1
1,1,15,1,1,259587203,259587218,8.093660355,17.701160431,9.607500076,17.848000000,1
1,1,15,2,1,259587218,259587250,8.219659805,17.707359314,9.487700462,17.850000000,1
1,1,15,3,0,259587250,259587265,7.995940208,17.668739319,9.672800064,17.810000000,1
2,1,0,0,0,259590687,259590703,7.558360100,16.828580856,9.270219803,17.517000000,1
2,1,0,1,1,259590703,259590718,7.848000050,17.187299728,9.339300156,17.322000000,1
2,1,0,2,1,259590718,259590734,7.918399811,17.663900375,9.745499611,17.797000000,1
2,1,0,3,0,259590734,259590750,7.923719883,17.567039490,9.643320084,17.851000000,1
2,1,1,0,0,259590750,259590765,8.034839630,17.794139862,9.759300232,17.928000000,1
2,1,1,1,1,259590765,259590796,8.106200218,17.792299271,9.686100006,17.918000000,1
2,1,1,2,1,259590796,259590812,8.068160057,17.708160400,9.640000343,17.830000000,1
2,1,1,3,0,259590812,259590828,7.961999893,17.735599518,9.773599625,17.881000000,1
2,1,2,0,0,259590828,259590843,8.043780327,17.637420654,9.593640327,17.770000000,1
2,1,2,1,1,259590843,259590859,8.075119972,17.896219254,9.821100235,18.020000000,1
2,1,2,2,1,259590859,259590875,8.021200180,17.563199997,9.541999817,17.803000000,1
2,1,2,3,0,259590875,259590890,8.076939583,17.845539093,9.768600464,17.984000000,1
2,1,3,0,0,259590890,259590921,7.906939983,17.603939056,9.696999550,17.844000000,1
2,1,3,1,1,259590921,259590937,8.032719612,17.729320526,9.696599960,17.877000000,1
2,1,3,2,1,259590937,259590953,8.076580048,17.731479645,9.654899597,17.855000000,1
2,1,3,3,0,259590953,259590968,7.979660034,17.838060379,9.858400345,17.980000000,1
2,1,4,0,0,259590968,259590984,7.938499928,17.655500412,9.717000008,17.900000000,1
2,1,4,1,1,259590984,259591000,8.040379524,17.884780884,9.844400406,18.015000000,1
2,1,4,2,1,259591000,259591015,7.801139832,17.401939392,9.600799561,17.837000000,1
2,1,4,3,0,259591015,259591046,8.042880058,17.733259201,9.690380096,17.872000000,1
2,1,5,0,0,259591046,259591062,8.029219627,17.692499161,9.663279533,17.836000000,1
2,1,5,1,1,259591062,259591078,8.102740288,17.736339569,9.633600235,17.871000000,1
2,1,5,2,1,259591078,259591093,8.048319817,17.772319794,9.723999977,17.901000000,1
2,1,5,3,0,259591093,259591109,7.966020107,17.598720551,9.632699966,17.822000000,1
2,1,6,0,0,259591109,259591125,7.981999874,17.648500443,9.666500092,17.784000000,1
2,1,6,1,1,259591125,259591140,8.106380463,17.777179718,9.670800209,17.910000000,1
2,1,6,2,1,259591140,259591171,8.048819542,17.733919144,9.685099602,17.892000000,1
2,1,6,3,0,259591171,259591187,7.915939808,17.592140198,9.676199913,17.799000000,1
2,1,7,0,0,259591187,259591203,7.986999989,17.724100113,9.737099648,17.854000000,1
2,1,7,1,1,259591203,259591218,8.086119652,17.816320419,9.730199814,17.973000000,1
2,1,7,2,1,259591218,259591234,7.984819889,17.735120773,9.750300407,17.961000000,1
2,1,7,3,0,259591234,259591250,7.895319939,17.601219177,9.705900192,17.861000000,1
2,1,8,0,0,259591250,259591281,8.004659653,17.701959610,9.697299957,17.835000000,1
2,1,8,1,1,259591281,259591296,8.099699974,17.692600250,9.592900276,17.845000000,1
2,1,8,2,1,259591296,259591312,8.078960419,17.654060364,9.575099945,17.805000000,1
2,1,8,3,0,259591312,259591328,8.021840096,17.785240173,9.763400078,17.927000000,1
2,1,9,0,0,259591328,259591343,8.029239655,17.697540283,9.668299675,17.838000000,1
2,1,9,1,1,259591343,259591359,8.046939850,17.767539978,9.720600128,17.907000000,1
2,1,9,2,1,259591359,259591375,8.062479973,17.649679184,9.587200165,17.800000000,1
2,1,9,3,0,259591375,259591406,7.979380131,17.682580948,9.703200340,17.835000000,1
2,1,10,0,0,259591406,259591421,8.025119781,17.778219223,9.753100395,17.931000000,1
2,1,10,1,1,259591421,259591437,8.020939827,17.605939865,9.585000038,17.818000000,1
2,1,10,2,1,259591437,259591453,8.092340469,17.710979462,9.618639946,17.863000000,1
2,1,10,3,0,259591453,259591468,8.055760384,17.694000244,9.638239861,17.832000000,1
2,1,11,0,0,259591468,259591484,8.011460304,17.744060516,9.732600212,17.877000000,1
2,1,11,1,1,259591484,259591500,8.088319778,17.745519638,9.657199860,17.878000000,1
2,1,11,2,1,259591500,259591531,8.063960075,17.696060181,9.632100105,17.824000000,1
2,1,11,3,0,259591531,259591546,8.016400337,17.692800522,9.676400185,17.843000000,1
2,1,12,0,0,259591546,259591562,7.997099876,17.677200317,9.680100441,17.813000000,1
2,1,12,1,1,259591562,259591578,8.114179611,17.919380188,9.805199623,18.079000000,1
2,1,12,2,1,259591578,259591593,7.948639870,17.519739151,9.571100235,17.830000000,1
2,1,12,3,0,259591593,259591609,8.069299698,17.731679916,9.662380219,17.882000000,1
2,1,13,0,0,259591609,259591625,7.975659847,17.677560806,9.701899529,17.828000000,1
2,1,13,1,1,259591625,259591656,8.252059937,17.820360184,9.568300247,17.993000000,1
2,1,13,2,1,259591656,259591671,8.015179634,17.617780685,9.602600098,17.859000000,1
2,1,13,3,0,259591671,259591687,8.043399811,17.828899384,9.785499573,17.977000000,1
2,1,14,0,0,259591687,259591703,7.919419765,17.566520691,9.647100449,17.801000000,1
2,1,14,1,1,259591703,259591718,8.175020218,17.864219666,9.689200401,17.995000000,1
2,1,14,2,1,259591718,259591734,8.092639923,17.634740829,9.542099953,17.783000000,1
2,1,14,3,0,259591734,259591750,8.126199722,17.708700180,9.582500458,17.847000000,1
2,1,15,0,0,259591750,259591781,8.030879974,17.730180740,9.699299812,17.862000000,1
2,1,15,1,1,259591781,259591796,8.195320129,17.698120117,9.502799988,17.839000000,1
2,1,15,2,1,259591796,259591812,8.060339928,17.804040909,9.743700027,17.966000000,1
2,1,15,3,0,259591812,259591828,7.894539833,17.564840317,9.670299530,17.843000000,1
3,0,0,0,0,259595265,259595281,7.374979973,16.601800919,9.226819992,17.302000000,1
3,0,0,1,1,259595281,259595296,7.821680069,17.186380386,9.364700317,17.334000000,1
3,0,0,2,1,259595296,259595312,8.031040192,17.602220535,9.571180344,17.741000000,1
3,0,0,3,0,259595312,259595328,8.039560318,17.758499146,9.718939781,17.908000000,1
3,0,1,0,0,259595328,259595343,8.048979759,17.828060150,9.779080391,17.974000000,1
3,0,1,1,1,259595343,259595359,8.115980148,17.777299881,9.661319733,17.910000000,1
3,0,1,2,1,259595359,259595390,8.209679604,17.962480545,9.752799988,18.182000000,1
3,0,1,3,0,259595390,259595406,7.869480133,17.625579834,9.756099701,17.892000000,1
3,0,2,0,0,259595406,259595421,8.001640320,17.672840118,9.671199799,17.823000000,1
3,0,2,1,1,259595421,259595437,8.104280472,17.746379852,9.642100334,17.898000000,1
3,0,2,2,1,259595437,259595453,8.067919731,17.773979187,9.706060410,17.915000000,1
3,0,2,3,0,259595453,259595468,7.886380196,17.695920944,9.809539795,18.078000000,1
3,0,3,0,0,259595468,259595484,7.788599968,17.537399292,9.748800278,17.850000000,1
3,0,3,1,1,259595484,259595515,8.124620438,17.734819412,9.610199928,17.883000000,1
3,0,3,2,1,259595515,259595531,8.186220169,17.729619980,9.543399811,17.873000000,1
3,0,3,3,0,259595531,259595546,8.067179680,17.768180847,9.701000214,17.919000000,1
3,0,4,0,0,259595546,259595562,8.135199547,17.708799362,9.573599815,17.848000000,1
3,0,4,1,1,259595562,259595578,8.132459641,17.893560410,9.761099815,18.023000000,1
3,0,4,2,1,259595578,259595593,7.952079773,17.549579620,9.597499847,17.769000000,1
3,0,4,3,0,259595593,259595609,8.001919746,17.658779144,9.656860352,17.826000000,1
3,0,5,0,0,259595609,259595640,7.969220161,17.725719452,9.756500244,17.873000000,1
3,0,5,1,1,259595640,259595656,8.046580315,17.676580429,9.630000114,17.811000000,1
3,0,5,2,1,259595656,259595671,8.083459854,17.769260406,9.685799599,17.921000000,1
3,0,5,3,0,259595671,259595687,8.080260277,17.720659256,9.640399933,17.864000000,1
3,0,6,0,0,259595687,259595703,8.003520012,17.710620880,9.707099915,17.864000000,1
3,0,6,1,1,259595703,259595718,8.351819992,17.941820145,9.590000153,18.075000000,1
3,0,6,2,1,259595718,259595734,8.077619553,17.628320694,9.550700188,17.766000000,1
3,0,6,3,0,259595734,259595765,8.161299706,17.734399796,9.573100090,17.874000000,1
3,0,7,0,0,259595765,259595781,8.085860252,17.797500610,9.711640358,17.943000000,1
3,0,7,1,1,259595781,259595796,8.170599937,17.703599930,9.532999992,17.839000000,1
3,0,7,2,1,259595796,259595812,8.096480370,17.690679550,9.594200134,17.809000000,1
3,0,7,3,0,259595812,259595828,8.047060013,17.812660217,9.765600204,17.937000000,1
3,0,8,0,0,259595828,259595843,8.062199593,17.804439545,9.742239952,17.933000000,1
3,0,8,1,1,259595843,259595859,8.100700378,17.685859680,9.585160255,17.855000000,1
3,0,8,2,1,259595859,259595890,8.076120377,17.686519623,9.610400200,17.806000000,1
3,0,8,3,0,259595890,259595906,8.037799835,17.753459930,9.715660095,17.894000000,1
3,0,9,0,0,259595906,259595921,8.160639763,17.722040176,9.561400414,17.876000000,1
3,0,9,1,1,259595921,259595937,8.060600281,17.677700043,9.617099762,17.825000000,1
3,0,9,2,1,259595937,259595953,8.177339554,17.779779434,9.602439880,17.972000000,1
3,0,9,3,0,259595953,259595968,8.093859673,17.735359192,9.641500473,17.896000000,1
3,0,10,0,0,259595968,259595984,8.017780304,17.743379593,9.725600243,17.890000000,1
3,0,10,1,1,259595984,259596015,8.159540176,17.794139862,9.634599686,17.889000000,1
3,0,10,2,1,259596015,259596031,8.082739830,17.730140686,9.647399902,17.865000000,1
3,0,10,3,0,259596031,259596046,8.048700333,17.705739975,9.657039642,17.838000000,1
3,0,11,0,0,259596046,259596062,8.106160164,17.758060455,9.651900291,17.894000000,1
3,0,11,1,1,259596062,259596078,8.094380379,17.823980331,9.729599953,17.962000000,1
3,0,11,2,1,259596078,259596093,7.969560146,17.636159897,9.666600227,17.865000000,1
3,0,11,3,0,259596093,259596125,7.997560024,17.698299408,9.700739861,17.841000000,1
3,0,12,0,0,259596125,259596140,7.959060192,17.686460495,9.727399826,17.851000000,1
3,0,12,1,1,259596140,259596156,8.114500046,17.875900269,9.761400223,18.023000000,1
3,0,12,2,1,259596156,259596171,7.902359962,17.544160843,9.641799927,17.812000000,1
3,0,12,3,0,259596171,259596187,7.993040085,17.799640656,9.806599617,17.943000000,1
3,0,13,0,0,259596187,259596203,7.869840145,17.621940613,9.752099991,17.869000000,1
3,0,13,1,1,259596203,259596218,8.070460320,17.704580307,9.634119987,17.912000000,1
3,0,13,2,1,259596218,259596250,8.080200195,17.689500809,9.609299660,17.821000000,1
3,0,13,3,0,259596250,259596265,8.050439835,17.754800797,9.704360008,17.889000000,1
3,0,14,0,0,259596265,259596281,8.028900146,17.750699997,9.721799850,17.881000000,1
3,0,14,1,1,259596281,259596296,8.078539848,17.846040726,9.767499924,17.980000000,1
3,0,14,2,1,259596296,259596312,8.019780159,17.616979599,9.597200394,17.832000000,1
3,0,14,3,0,259596312,259596328,8.283040047,17.890880585,9.607839584,18.029000000,1
3,0,15,0,0,259596328,259596343,8.012459755,17.745059967,9.732600212,17.906000000,1
3,0,15,1,1,259596343,259596375,8.104700089,17.819599152,9.714900017,17.961000000,1
3,0,15,2,1,259596375,259596390,8.009039879,17.652540207,9.643500328,17.868000000,1
3,0,15,3,0,259596390,259596406,7.990620136,17.667219162,9.676600456,17.810000000,1
4,0,0,0,0,259599843,259599859,7.624169827,16.879610062,9.255439758,17.233000000,1
4,0,0,1,1,259599859,259599875,7.871739864,17.246540070,9.374799728,17.378000000,1
4,0,0,2,1,259599875,259599890,7.974720001,17.534620285,9.559900284,17.657000000,1
4,0,0,3,0,259599890,259599906,8.045860291,17.821859360,9.776000023,17.959000000,1
4,0,1,0,0,259599906,259599921,8.175700188,17.857860565,9.682160378,18.049000000,1
4,0,1,1,1,259599921,259599937,8.125419617,17.789319992,9.663900375,17.926000000,1
4,0,1,2,1,259599937,259599953,8.237919807,17.807920456,9.569999695,17.948000000,1
4,0,1,3,0,259599953,259599984,8.060939789,17.754800797,9.693860054,17.886000000,1
4,0,2,0,0,259599984,259600000,7.978400230,17.676799774,9.698399544,17.814000000,1
4,0,2,1,1,259600000,259600015,8.081179619,17.847879410,9.766699791,17.986000000,1
4,0,2,2,1,259600015,259600031,8.018400192,17.744699478,9.726300240,17.969000000,1
4,0,2,3,0,259600031,259600046,7.901060104,17.641260147,9.740200043,17.859000000,1
4,0,3,0,0,259600046,259600062,8.120840073,17.805080414,9.684240341,17.921000000,1
4,0,3,1,1,259600062,259600078,8.051839828,17.707939148,9.656100273,17.869000000,1
4,0,3,2,1,259600078,259600109,8.165340424,17.842739105,9.677399635,17.982000000,1
4,0,3,3,0,259600109,259600125,7.959259987,17.661659241,9.702400208,17.877000000,1
4,0,4,0,0,259600125,259600140,8.218740463,17.892559052,9.673819542,18.029000000,1
4,0,4,1,1,259600140,259600156,8.146719933,17.792299271,9.645580292,17.924000000,1
4,0,4,2,1,259600156,259600171,8.091099739,17.722700119,9.631600380,17.865000000,1
4,0,4,3,0,259600171,259600187,8.011019707,17.738920212,9.727899551,17.897000000,1
4,0,5,0,0,259600187,259600218,8.046719551,17.695079803,9.648360252,17.826000000,1
4,0,5,1,1,259600218,259600234,8.073519707,17.881820679,9.808300018,18.031000000,1
4,0,5,2,1,259600234,259600250,8.041259766,17.694839478,9.653579712,17.964000000,1
4,0,5,3,0,259600250,259600265,7.865439892,17.550340652,9.684900284,17.843000000,1
4,0,6,0,0,259600265,259600281,8.024220467,17.766479492,9.742259979,17.904000000,1
4,0,6,1,1,259600281,259600296,8.105239868,17.693380356,9.588139534,17.821000000,1
4,0,6,2,1,259600296,259600312,8.091059685,17.798959732,9.707900047,17.955000000,1
4,0,6,3,0,259600312,259600343,8.022399902,17.685400009,9.663000107,17.839000000,1
4,0,7,0,0,259600343,259600359,8.046219826,17.771120071,9.724900246,17.917000000,1
4,0,7,1,1,259600359,259600375,8.091819763,17.870420456,9.778599739,18.006000000,1
4,0,7,2,1,259600375,259600390,7.978139877,17.628339767,9.650199890,17.867000000,1
4,0,7,3,0,259600390,259600406,8.104700089,17.682600021,9.577899933,17.829000000,1
4,0,8,0,0,259600406,259600421,8.014840126,17.711399078,9.696559906,17.864000000,1
4,0,8,1,1,259600421,259600437,8.122139931,17.840339661,9.718199730,17.981000000,1
4,0,8,2,1,259600437,259600468,8.012240410,17.760339737,9.748100281,17.959000000,1
4,0,8,3,0,259600468,259600484,8.020199776,17.677679062,9.657480240,17.891000000,1
4,0,9,0,0,259600484,259600500,7.980979919,17.685760498,9.704779625,17.829000000,1
4,0,9,1,1,259600500,259600515,8.100159645,17.734119415,9.633959770,17.899000000,1
4,0,9,2,1,259600515,259600531,8.085499763,17.879419327,9.793919563,18.019000000,1
4,0,9,3,0,259600531,259600546,7.921599865,17.623100281,9.701499939,17.874000000,1
4,0,10,0,0,259600546,259600562,8.024559975,17.748559952,9.723999977,17.882000000,1
4,0,10,1,1,259600562,259600593,8.091460228,17.937360764,9.845899582,18.075000000,1
4,0,10,2,1,259600593,259600609,7.823480129,17.474580765,9.651100159,17.901000000,1
4,0,10,3,0,259600609,259600625,8.039699554,17.739900589,9.700200081,17.875000000,1
4,0,11,0,0,259600625,259600640,7.980659962,17.722040176,9.741379738,17.854000000,1
4,0,11,1,1,259600640,259600656,8.120479584,17.791280746,9.670800209,17.922000000,1
4,0,11,2,1,259600656,259600671,8.077059746,17.751359940,9.674300194,17.912000000,1
4,0,11,3,0,259600671,259600703,8.053119659,17.738519669,9.685400009,17.882000000,1
4,0,12,0,0,259600703,259600718,8.029919624,17.702980042,9.673060417,17.854000000,1
4,0,12,1,1,259600718,259600734,8.108220100,17.738319397,9.630100250,17.875000000,1
4,0,12,2,1,259600734,259600750,8.073820114,17.747320175,9.673500061,17.894000000,1
4,0,12,3,0,259600750,259600765,8.096119881,17.702619553,9.606499672,17.835000000,1
4,0,13,0,0,259600765,259600781,8.101059914,17.758459091,9.657400131,17.908000000,1
4,0,13,1,1,259600781,259600796,8.103599548,17.881700516,9.778100014,18.025000000,1
4,0,13,2,1,259600796,259600828,8.003780365,17.639480591,9.635700226,17.891000000,1
4,0,13,3,0,259600828,259600843,8.064559937,17.861459732,9.796899796,17.998000000,1
4,0,14,0,0,259600843,259600859,8.011360168,17.698959351,9.687600136,17.847000000,1
4,0,14,1,1,259600859,259600875,8.158399582,17.790679932,9.632280350,17.934000000,1
4,0,14,2,1,259600875,259600890,8.107460022,17.735160828,9.627699852,17.876000000,1
