mode,slot,candidate,launches,mean_us,byte_diff,checked_bytes,start_ms,end_ms
3,0,0,182,1109.813186813,0,98304000,271383640,271383843
3,1,1,193,1134.487046632,0,98304000,271383984,271384203
3,2,1,193,1135.896373057,0,98304000,271384328,271384546
3,3,0,193,1134.321243523,0,98304000,271384687,271384906
3,4,0,189,1133.259259259,0,98304000,271385031,271385234
3,5,1,189,1136.396825397,0,98304000,271385375,271385593
3,6,1,189,1137.444444444,0,98304000,271385718,271385937
3,7,0,194,1136.546391753,0,98304000,271386062,271386281
