test,slot,mode,frames,wall_ms,bitdiff,calls,perframe,start_ms,end_ms
1,0,0,160,17.413800000,0,0,218,325032390,325035171
1,1,1,160,16.902650000,0,34880,218,325035687,325038390
1,2,1,160,16.900643750,0,34880,218,325038906,325041609
1,3,0,160,16.951562500,0,0,218,325042125,325044843
1,4,0,160,17.010881250,0,0,218,325045359,325048078
1,5,1,160,16.933975000,0,34880,218,325048593,325051296
1,6,1,160,16.942125000,0,34880,218,325051812,325054531
1,7,0,160,17.057212500,0,0,218,325055046,325057781
2,0,0,160,17.082743750,0,0,218,325058296,325061031
2,1,2,160,16.973393750,0,34880,218,325061546,325064265
2,2,2,160,17.015631250,0,34880,218,325064781,325067500
2,3,0,160,17.044656250,0,0,218,325068015,325070750
2,4,0,160,17.050262500,0,0,218,325071265,325073984
2,5,2,160,17.057862500,0,34880,218,325074515,325077234
2,6,2,160,17.041687500,0,34880,218,325077750,325080484
2,7,0,160,17.065018750,0,0,218,325081000,325083734
3,0,0,160,17.125981250,0,0,218,325084250,325086984
3,1,3,160,17.053675000,0,34880,218,325087515,325090234
3,2,3,160,17.071243750,0,34880,218,325090765,325093484
3,3,0,160,17.124562500,0,0,218,325094015,325096750
3,4,0,160,17.119925000,0,0,218,325097265,325100015
3,5,3,160,17.084268750,0,34880,218,325100531,325103265
3,6,3,160,17.111456250,0,34880,218,325103781,325106515
3,7,0,160,17.158100000,0,0,218,325107046,325109781
