mode,slot,candidate,launches,mean_us,byte_diff,checked_bytes,start_ms,end_ms
3,0,0,187,1083.283422460,0,18432000,271393906,271394109
3,1,1,179,1109.027932961,0,18432000,271394218,271394406
3,2,1,176,1108.306818182,0,18432000,271394515,271394703
3,3,0,175,1107.748571429,0,18432000,271394796,271395000
3,4,0,175,1107.897142857,0,18432000,271395093,271395296
3,5,1,178,1110.207865169,0,18432000,271395390,271395593
3,6,1,176,1110.380681818,0,18432000,271395687,271395890
3,7,0,180,1108.305555556,0,18432000,271395984,271396187
