repeat,candidate,slot,mode,frames,ms,target_calls,replaced
0,7,0,0,40,11.528725000,400,0
0,7,1,7,40,11.446025000,400,40
0,7,2,7,40,11.518075000,400,40
0,7,3,0,40,11.576450000,400,0
0,8,0,0,40,11.619150000,400,0
0,8,1,8,40,11.306975000,400,400
0,8,2,8,40,11.301175000,400,400
0,8,3,0,40,11.604200000,400,0
